,ORCL,SQ,NVDA,BABA,PFE,NFLX,CRM,GD,AMT,HD,FB,MSFT,WMT,VZ,MCD,SBUX,CLX,COST,PSX,BLK,TROW,JNJ,UNH,MMM,UPS,ACN,PPG,NEE
2016-03-14,35.960136,11.61,31.728352,73.349998,25.468895,98.129997,72.220001,121.972595,98.06,128.84,109.89,53.17,67.36,52.54,117.69,58.65,125.94,152.67,86.18,337.82,71.67,107.66,125.22,161.81,101.29,106.32,104.74,115.84
2016-03-15,35.997318,11.95,31.571182,72.230003,24.995056,97.860001,71.699997,121.136467,98.41,129.71,110.67,53.59,68.09,52.67,117.69,59.08,126.7,154.18,86.6,334.13,70.6,107.76,124.85,162.41,101.42,107.07,104.76,115.6
2016-03-16,37.372528,11.87,32.514187,73.5,24.571981,99.349998,72.730003,121.772667,99.81,130.45,112.18,54.35,67.99,53.21,119.02,59.67,127.4,154.06,87.57,334.07,71.32,107.41,124.9,162.89,101.67,107.59,106.61,117.12
2016-03-17,37.734924,11.95,32.239143,74.25,24.825827,99.720001,72.720001,121.890793,101.75,130.88,111.02,54.66,67.45,53.63,119.75,59.55,127.58,153.84,88.38,341.94,73.21,106.74,124.53,163.75,103.75,108.56,109.4,118.33
2016-03-18,38.54332,12.04,33.211628000000005,76.25,24.918907,101.120003,72.650002,123.099533,100.51,131.35,111.45,53.49,66.95,53.24,119.7,59.7,127.41,153.15,89.41,342.56,73.54,107.5,126.72,165.33,104.99,107.77,108.9,118.5
2016-03-21,38.664120000000004,13.4,33.309849,78.110001,25.443512,101.059998,72.25,122.490608,100.34,131.01,111.85,53.86,67.97,53.44,122.8,59.1,127.45,153.94,89.69,341.98,73.36,107.28,126.74,164.84,105.15,108.16,108.89,117.57
2016-03-22,38.450401,13.06,33.250916,78.18,25.705812,99.839996,72.849998,122.908684,99.93,130.59,112.25,54.07,67.87,53.21,122.76,59.38,126.32,152.23,90.16,340.22,73.09,107.38,128.02,164.91,104.86,107.83,109.84,117.04
2016-03-23,37.865005,12.59,33.820656,76.559998,25.545046,99.589996,71.779999,122.072578,99.58,130.22,112.54,53.97,67.46,52.91,120.54,58.83,127.08,153.51,88.12,339.23,73.1,108.5,129.79,164.27,104.88,107.66,109.14,117.69
2016-03-24,38.06942,12.88,33.869762,75.860001,25.451969,98.360001,72.440002,117.310364,100.35,130.46,113.05,54.21,68.0,53.56,116.16,58.36,126.56,151.43,88.06,334.28,72.51,108.31,128.59,164.46,105.43,114.3,108.95,118.48
2016-03-28,37.744202,13.4,34.213577,76.480003,25.198128,101.209999,71.949997,118.891708,100.24,131.08,113.69,53.54,68.12,53.4,112.54,58.96,127.55,152.67,87.49,336.91,72.8,108.23,128.92,166.28,105.06,114.17,109.4,117.58
2016-03-29,37.81855,13.74,34.763664,78.08000200000002,25.426586,104.129997,72.300003,119.836899,101.92,132.47,116.14,54.71,68.03,54.05,110.97,59.55,128.0,155.26,87.43,339.91,73.9,109.14,129.83,164.39,106.1,115.26,110.57,119.01
2016-03-30,38.06942,15.02,35.127113,78.860001,25.443512,102.190002,74.300003,119.718727,102.31,133.42,114.7,55.05,68.8,54.04,115.93,60.01,127.97,157.6,87.62,341.37,73.9,108.98,129.68,166.75,105.73,115.37,111.9,118.5
2016-03-31,38.013676000000004,15.28,34.999413,79.029999,25.079668,102.230003,73.83000200000002,119.391556,102.37,133.43,114.1,55.23,68.49,54.08,117.66,59.7,126.06,157.58,86.59,340.57,73.46,108.2,128.9,166.63,105.47,115.4,111.49,118.34
2016-04-01,38.24596,14.22,35.510216,78.730003,25.418125,105.699997,75.730003,120.273117,104.5,134.85,116.06,55.57,69.06,54.01,117.52,61.02,127.38,158.25,85.67,342.53,73.95,109.19,129.92,167.53,104.95,116.35,113.11,118.71
2016-04-04,38.162341999999995,14.28,35.166401,79.08000200000002,25.993507,104.349998,75.690002,119.682388,104.7,134.85,112.55,55.43,69.1,54.42,116.46,60.25,127.64,157.73,85.73,338.52,73.03,108.59,129.49,166.4,104.88,115.5,112.19,118.72
2016-04-05,37.660571999999995,14.26,35.117290000000004,77.32,26.535032,104.940002,74.58000200000002,118.909874,104.0,134.58,112.22,54.56,68.64,54.09,113.07,60.04,128.07,155.99,84.81,334.8,72.34,108.95,127.04,165.81,103.92,114.13,111.43,116.35
2016-04-06,37.865005,14.97,35.166401,78.68,27.86348,104.830002,75.58000200000002,120.40905,105.7,135.44,113.71,55.12,69.04,53.52,116.48,60.83,129.41,156.77,85.02,337.2,73.35,109.42,128.03,166.81,104.67,114.67,112.08,116.71
2016-04-07,37.140228,14.81,34.802956,77.610001,27.719631,104.449997,75.32,120.107376,105.0,133.87,113.64,54.46,68.22,52.0,116.6,61.17,128.66,152.03,84.51,328.37,71.48,109.27,126.87,167.16,103.99,112.1,110.61,116.19
2016-04-08,37.502613000000004,15.13,35.028884999999995,77.470001,27.499636,103.809998,74.849998,121.496872,105.71,133.62,110.63,54.42,68.06,52.18,114.42,61.04,128.53,151.65,86.06,331.6,71.8,109.1,125.68,166.63,104.31,112.83,111.83,116.81
2016-04-11,37.530483000000004,15.36,35.244991,77.709999,26.983484000000004,102.68,74.160004,120.573578,106.01,133.01,108.99,54.31,67.4,51.61,116.43,60.9,128.16,149.05,84.58,332.96,72.19,108.97,126.33,166.59,103.86,113.1,111.68,116.23
2016-04-12,37.698372,15.48,35.2057,77.860001,27.042717,106.980003,74.269997,122.081909,106.17,134.38,110.61,54.65,68.8,51.95,113.97,59.5,128.17,150.52,85.98,339.31,74.04,109.6,126.8,168.03,105.23,114.39,112.94,117.05
2016-04-13,38.528442,15.01,36.089771,79.639999,27.53348,109.650002,75.949997,122.785805,106.23,133.84,110.51,55.35,69.15,51.29,114.49,60.21,126.14,151.88,87.01,348.29,76.5,109.87,127.76,168.59,105.54,114.96,114.23,116.48
2016-04-14,38.463158,14.82,36.188004,79.610001,27.626556,110.419998,76.150002,122.10022,105.2,134.37,110.84,55.36,68.8,51.36,115.44,60.13,126.55,151.4,86.92,354.91,76.61,109.84,127.98,168.16,105.08,114.75,114.51,116.15
2016-04-15,38.257977000000004,14.33,36.47287,78.970001,27.499636,111.510002,76.309998,123.233711,105.78,135.01,109.64,55.65,69.06,51.35,114.73,60.51,126.41,153.17,84.85,357.74,76.53,110.18,127.33,168.78,105.54,114.82,115.35,117.43
2016-04-18,38.463158,14.51,36.315704,79.010002,27.592718,108.400002,77.269997,124.586601,105.54,136.8,110.45,56.46,69.86,51.73,116.18,60.89,126.5,153.3,85.65,358.0,76.6,110.93,127.81,169.55,106.18,115.59,115.75,117.77
2016-04-19,38.295277,14.09,35.667377,79.459999,27.829632,94.339996,76.190002,124.952278,105.5,135.44,112.29,56.39,69.77,52.08,117.82,60.9,126.56,153.68,86.42,364.66,77.72,112.68,130.5,169.65,106.84,115.1,116.55,118.1
2016-04-20,38.332581,13.63,35.804909,81.209999,28.117319,96.769997,76.139999,124.970551,104.82,135.19,112.42,55.59,69.21,51.75,117.91,60.9,124.8,152.74,86.69,366.92,78.34,113.58,133.93,168.94,106.17,115.54,116.07,115.51
2016-04-21,38.229988,13.24,35.765606,80.779999,28.125782,94.980003,77.150002,125.893799,102.57,134.6,113.44,55.78,68.47,50.03,115.12,60.64,121.13,151.42,87.4,364.09,77.63,113.57,132.96,168.66,104.99,114.48,110.26,112.91
2016-04-22,37.959511,13.34,35.62809,79.889999,28.151171,95.900002,76.480003,126.058365,104.19,135.66,110.56,51.78,68.72,50.55,116.58,57.68,122.45,149.92,87.98,365.47,77.58,113.32,134.13,168.66,105.52,113.95,113.19,114.44
2016-04-25,38.03413,13.59,35.804909,78.839996,28.100399,93.559998,76.510002,125.043678,104.18,135.65,110.1,52.11,69.47,50.76,115.8,57.77,123.63,151.51,87.93,363.66,76.97,113.51,133.78,168.38,105.07,114.1,112.6,114.47
2016-04-26,37.91288,14.18,35.83437,78.610001,27.965015,92.43,76.209999,126.798813,104.77,135.34,108.76,51.44,69.3,50.44,116.17,57.72,123.76,152.6,88.4,365.96,77.52,112.91,134.24,166.18,106.23,114.61,113.55,115.52
2016-04-27,38.099415,14.69,36.649685,77.650002,27.922707,91.040001,75.690002,131.27803,104.49,135.75,108.89,50.94,69.42,51.69,116.34,56.9,124.78,151.77,88.95,367.47,77.46,112.77,132.8,167.76,106.46,115.48,112.99,116.89
2016-04-28,37.614433,15.35,35.55933800000001,76.400002,27.846552000000006,90.279999,75.379997,129.038406,104.13,132.73,116.73,49.9,68.91,51.02,116.74,56.42,124.77,151.44,87.79,358.83,75.77,112.48,132.07,167.0,104.91,114.33,112.77,116.47
2016-04-29,37.176075,14.89,34.901188,76.940002,27.677324,90.029999,75.800003,128.453354,104.88,133.89,117.58,49.87,66.87,50.94,114.1,56.23,125.23,148.13,82.11,356.33,75.29,112.08,131.68,167.38,105.07,112.92,110.39,117.58
2016-05-02,37.586445,14.0,35.362869,76.610001,27.753481,93.110001,77.25,129.650894,105.51,136.05,118.57,50.61,67.59,51.32,112.91,57.36,126.96,150.93,82.2,361.5,75.69,112.75,132.1,168.34,104.76,114.4,111.24,118.06
2016-05-03,37.008198,13.45,34.940483,75.910004,28.515005,91.540001,74.900002,130.117065,104.16,134.54,117.43,49.78,67.0,50.68,115.49,56.25,129.43,151.41,80.01,355.69,74.93,112.69,132.46,167.97,104.38,113.3,109.5,118.42
2016-05-04,36.644455,13.39,34.144806,75.82,28.261168,90.790001,73.989998,129.285248,105.51,135.16,118.06,49.87,67.19,50.84,117.03,56.39,129.25,151.51,79.32,352.17,74.29,112.22,132.03,167.16,103.11,113.55,108.59,119.46
2016-05-05,36.588497,13.05,34.351101,78.83000200000002,28.405008,89.370003,73.809998,129.98912,106.31,134.67,117.81,49.94,67.21,50.84,117.81,56.25,128.94,147.84,79.08,352.08,74.34,112.88,132.31,167.77,102.14,114.08,108.58,118.85
2016-05-06,36.756382,10.22,34.704735,79.199997,28.413475,90.839996,74.25,131.122635,106.57,135.7,119.49,50.39,68.25,51.12,119.2,56.31,130.46,146.44,78.52,356.01,75.09,112.74,132.04,168.89,102.11,115.55,108.31,118.49
2016-05-09,36.709742999999996,9.85,34.655613,79.410004,28.616543,90.540001,74.620003,130.69300800000002,106.65,136.24,119.24,50.07,68.95,51.08,118.68,56.64,131.68,148.59,78.32,355.01,75.04,113.72,132.67,168.52,102.69,115.47,107.44,118.89
2016-05-10,37.325306,10.0,35.32357800000001,79.720001,28.599619,92.889999,75.91999799999998,133.197708,107.18,137.51,120.5,51.02,68.79,51.54,119.65,57.49,132.84,149.56,79.25,360.18,75.86,114.67,133.57,170.26,103.65,116.94,108.73,119.6
2016-05-11,36.980213,9.68,35.421799,79.800003,28.309359000000004,90.019997,75.790001,132.512115,105.73,134.3,119.52,51.05,66.41,51.15,121.06,56.23,132.19,147.12,79.39,353.82,75.35,114.37,130.69,169.77,102.45,115.98,107.42,119.69
2016-05-12,37.138775,9.28,34.940483,79.160004,28.334969,87.739998,75.889999,132.832031,106.56,134.19,120.28,51.51,66.85,51.47,121.33,56.3,132.88,146.72,78.25,355.6,75.61,114.23,129.74,170.15,101.79,116.36,107.49,121.15
2016-05-13,36.942909,9.36,40.25473,77.160004,28.334969,87.879997,76.370003,131.972763,105.7,133.13,119.81,51.08,64.94,50.94,121.9,55.82,131.98,144.5,78.34,347.29,74.13,113.56,129.0,168.32,100.66,115.44,106.7,120.76
2016-05-16,37.278667,9.16,41.443314,79.290001,28.497175,89.120003,77.309998,132.886902,106.48,135.34,118.67,51.83,66.02,51.23,121.61,55.53,132.0,145.79,78.68,351.83,74.74,114.44,130.64,169.55,101.65,117.15,108.16,121.48
2016-05-17,36.933586,9.18,41.531719,79.349998,28.198374,88.629997,76.769997,132.548676,105.36,132.0,117.35,50.51,65.1,50.9,120.27,54.88,129.43,143.6,78.31,348.82,74.08,113.83,129.56,167.81,101.09,116.22,107.01,119.78
2016-05-18,36.812332,9.4,42.592609,79.029999,28.317892,90.5,77.870003,131.917923,104.55,131.77,117.65,50.81,63.15,50.39,121.81,54.8,128.14,141.29,78.13,353.49,74.43,113.59,130.51,166.82,101.3,116.52,106.39,118.02
2016-05-19,36.224758,9.6,42.779247,78.32,28.497175,89.550003,81.089996,131.259735,103.77,131.73,116.81,50.32,69.2,49.63,122.74,54.55,129.98,142.7,77.65,350.57,73.74,112.85,130.0,165.11,101.29,116.03,105.64,118.41
2016-05-20,36.756382,9.39,43.545441,78.790001,28.804516,92.489998,81.019997,132.201294,104.01,131.85,117.35,50.62,69.86,49.66,123.1,54.62,128.83,142.69,77.9,354.01,74.88,112.64,130.94,165.01,101.51,116.47,106.21,119.33
2016-05-23,36.54187,9.46,43.614201,79.0,28.744753000000006,94.889999,81.730003,130.034821,104.16,131.42,115.97,50.03,69.5,49.14,122.85,54.6,129.05,142.01,77.82,353.9,74.51,112.16,130.42,166.11,101.09,116.18,106.43,117.99
2016-05-24,37.213387,10.14,44.672924,81.120003,29.11186,97.889999,82.75,130.68383799999998,105.3,133.36,117.7,51.59,70.24,49.58,123.3,55.44,130.07,142.57,79.7,361.18,76.57,112.69,132.59,168.63,101.98,119.12,107.76,119.89
2016-05-25,37.427902,10.0,44.485794,75.589996,29.325285,100.199997,83.57,130.69300800000002,106.17,133.2,117.89,52.12,70.48,49.85,124.36,55.15,129.36,144.54,80.13,364.09,77.36,113.35,133.42,169.99,102.3,118.55,108.32,119.1
2016-05-26,37.260014,9.75,44.958523,78.349998,29.393576,102.809998,83.349998,130.565002,105.3,134.05,119.47,51.89,70.85,50.16,124.61,55.29,129.54,149.71,80.04,363.1,76.66,112.9,132.98,168.91,102.45,118.41,107.7,119.82
2016-05-27,37.371941,9.63,45.204739000000004,80.970001,29.547255,103.300003,83.769997,130.839233,106.06,133.94,119.38,52.32,70.75,50.62,125.01,55.15,129.7,149.08,80.63,365.09,77.13,113.06,134.0,168.89,102.98,118.94,108.6,119.84
2016-05-31,37.493183,9.53,46.012321,82.0,29.624084000000003,102.57,83.709999,129.687454,105.78,132.12,118.81,53.0,70.78,50.9,124.47,54.89,128.54,148.77,80.36,363.85,77.06,112.69,133.67,168.32,103.09,118.97,107.68,120.12
2016-06-01,37.549145,9.6,46.100956,76.690002,29.666771,101.510002,83.449997,129.321838,105.47,131.83,118.78,52.85,70.5,50.43,123.82,54.82,129.89,152.52,80.85,364.59,77.02,112.78,134.53,168.69,102.89,119.01,107.98,120.15
2016-06-02,36.056872999999996,9.65,46.425961,77.300003,29.769217,101.25,83.239998,128.096893,106.56,132.41,118.93,52.48,70.95,50.77,123.63,54.62,129.83,151.51,80.83,361.11,76.94,114.49,136.04,168.04,103.05,119.24,108.2,119.81
2016-06-03,36.467251,9.46,45.775951,76.620003,29.615547,99.589996,82.550003,128.18826299999998,106.97,131.74,118.47,51.79,70.87,50.92,123.64,54.61,129.92,151.71,80.13,359.37,75.98,114.76,136.84,168.38,103.12,118.9,107.67,121.8
2016-06-06,36.784359,9.51,45.539592999999996,78.059998,29.820436,100.739998,82.83000200000002,128.288849,107.2,129.19,118.79,52.13,71.05,50.71,124.41,55.59,129.33,152.24,80.76,362.06,76.41,115.77,138.15,170.08,103.11,119.6,108.12,121.75
2016-06-07,36.495235,9.57,45.628227,77.839996,29.743608,99.889999,83.139999,128.947021,107.87,129.92,117.76,52.1,71.03,51.75,125.66,55.3,129.36,152.62,81.32,359.06,75.47,115.73,136.94,170.91,103.87,119.65,107.77,121.11
2016-06-08,36.635128,9.55,45.480495,77.639999,30.093622,97.860001,83.349998,129.340073,107.56,129.59,118.39,52.04,71.28,51.52,125.38,55.22,130.11,153.37,82.37,360.35,75.08,115.8,140.4,171.42,104.69,119.32,110.95,122.92
2016-06-09,36.42062,9.34,46.662331,77.559998,30.144854,97.089996,82.730003,129.787979,109.07,129.3,118.56,51.62,71.09,51.95,125.72,55.58,130.91,154.05,81.13,357.96,74.37,117.0,140.68,170.13,104.97,119.44,110.43,123.98
2016-06-10,36.1315,9.14,45.500195,75.91999799999998,30.127781,93.75,81.83000200000002,129.376633,108.79,128.83,116.62,51.48,71.14,52.67,125.98,54.87,131.77,154.87,80.07,346.97,72.83,117.01,139.24,168.56,104.52,118.27,109.24,123.83
2016-06-13,36.019573,8.92,46.081268,75.449997,29.658237,93.849998,81.489998,127.164459,108.93,127.83,113.95,50.14,70.53,52.57,124.5,55.04,131.18,154.95,78.8,344.59,71.72,116.79,138.09,167.13,103.64,117.08,107.69,123.59
2016-06-14,36.215431,8.89,46.169895000000004,77.769997,29.871666,94.120003,81.089996,127.456985,107.61,125.24,114.94,49.83,70.95,52.99,125.26,55.57,132.79,155.87,78.9,339.79,71.14,117.12,137.87,167.61,103.73,118.09,107.08,124.98
2016-06-15,35.851692,9.06,46.642624,78.389999,29.70092,94.290001,81.989998,128.078568,107.23,126.53,114.6,49.69,71.12,52.84,124.71,55.35,132.15,154.86,79.14,339.55,71.56,116.41,137.26,167.8,103.89,117.45,106.62,123.84
2016-06-16,36.038219,9.05,46.829746,78.269997,29.666771,95.440002,81.639999,127.758636,107.69,127.36,114.39,50.39,71.3,53.46,123.81,55.53,133.11,156.42,79.43,339.46,71.24,116.64,138.66,169.93,104.21,118.3,106.96,124.85
2016-06-17,37.008198,9.04,46.012321,77.0,29.214304,94.449997,80.5,127.054771,106.94,127.14,113.02,50.13,70.95,53.78,120.0,55.31,132.37,155.89,78.5,341.88,71.37,115.48,137.69,168.94,105.02,117.57,108.18,125.1
2016-06-20,37.054829,9.2,46.839603000000004,78.150002,29.453342,93.800003,81.220001,128.819016,107.42,127.62,113.37,50.07,71.1,53.76,120.84,55.38,132.32,156.48,79.06,348.43,72.21,116.54,138.52,171.23,106.1,119.05,108.42,124.24
2016-06-21,37.297325,9.35,46.553996999999995,78.620003,29.666771,90.989998,81.629997,127.43869,109.44,127.74,114.38,51.19,71.46,54.1,126.18,55.81,133.1,157.2,79.35,348.0,71.85,116.18,138.19,171.37,106.67,119.43,108.06,124.27
2016-06-22,37.31597100000001,8.78,46.514590999999996,78.730003,29.427729,90.010002,80.620003,126.871933,109.4,127.6,113.91,50.99,71.75,54.03,126.54,55.61,133.85,158.12,79.54,347.67,72.0,116.46,137.9,171.23,105.95,119.03,107.81,123.64
2016-06-23,38.080753,9.13,47.755516,79.139999,29.530176,91.660004,82.279999,127.776924,111.47,128.29,115.08,51.91,72.1,54.67,126.86,56.13,134.23,157.03,80.87,356.85,73.52,117.38,139.19,174.11,107.22,118.91,111.22,123.81
2016-06-24,36.588497,8.77,45.037308,76.290001,29.000875,88.440002,78.459999,124.449486,108.27,126.4,112.08,49.83,71.96,54.43,130.21,54.68,134.88,155.56,78.62,332.51,69.6,115.63,137.29,169.12,104.41,111.45,102.73,123.8
2016-06-27,35.888996,8.62,44.554741,74.230003,28.855738,85.33000200000002,76.07,121.63398,108.89,124.67,108.97,48.43,71.5,54.74,132.5,53.69,137.03,154.26,76.9,319.54,67.62,116.55,137.11,167.19,103.77,109.29,98.69,127.88
2016-06-28,36.495235,8.9,45.204739000000004,76.279999,29.402117,87.970001,77.550003,122.438423,110.8,127.53,112.7,49.44,71.51,54.82,133.6,54.85,136.66,155.6,78.75,323.96,69.38,118.23,138.71,169.59,104.69,110.56,100.56,128.46
2016-06-29,37.81963,9.3,45.943382,78.040001,29.888737,91.059998,79.0,124.690826,113.0,127.37,114.16,50.54,72.46,55.06,134.65,56.74,135.21,157.08,79.7,336.74,71.34,119.33,140.52,171.52,106.34,111.76,102.49,127.75
2016-06-30,38.174026,9.05,46.29792800000001,79.529999,30.059484,91.480003,79.410004,128.009659,113.61,127.69,114.28,51.17,73.02,55.84,134.74,57.12,138.39,157.04,79.34,342.53,72.97,121.3,141.2,175.12,107.72,113.29,104.15,130.4
2016-07-01,38.248913,9.27,45.95322,79.650002,30.366827,96.669998,79.83000200000002,129.940277,113.6,129.62,114.19,51.16,72.81,56.23,133.88,56.99,137.16,156.11,79.78,341.28,72.34,121.29,140.86,175.54,108.36,113.52,104.52,129.73
2016-07-05,37.81831,8.94,46.632767,78.970001,30.571720000000006,97.910004,78.66999799999998,127.24659,113.83,129.35,114.0,51.17,73.14,56.53,134.43,56.77,139.24,155.25,77.93,336.08,71.35,122.27,141.56,175.63,108.45,113.1,102.65,130.87
2016-07-06,37.940002,9.0,46.92823,78.639999,30.614405,94.599998,78.5,128.607208,112.4,131.57,116.7,51.38,73.82,56.26,133.81,56.75,138.21,156.01,76.37,336.11,71.96,122.64,142.38,175.16,107.72,113.52,102.97,130.89
2016-07-07,37.940002,9.08,48.149452000000004,79.349998,30.537567,95.099998,78.760002,127.503998,112.2,131.16,115.85,51.38,73.53,55.38,130.93,56.91,137.52,163.7,74.27,335.11,71.59,122.51,140.8,174.87,107.85,112.7,103.03,128.33
2016-07-08,38.258286,9.3,50.079758,78.989998,30.836365,97.059998,80.889999,129.149628,113.66,134.34,117.24,52.3,73.84,55.9,134.53,56.51,138.37,165.44,74.85,345.2,73.24,122.85,141.27,177.12,109.52,115.11,106.32,129.93
2016-07-11,38.17403,9.24,51.232044,81.459999,30.861984000000003,94.669998,81.660004,129.80238300000002,114.67,135.15,117.87,52.59,74.06,55.93,133.93,56.32,137.71,166.72,75.21,347.5,73.34,122.93,140.32,178.01,110.01,115.46,106.61,129.69
2016-07-12,38.773132000000004,9.4,52.000221,81.739998,30.938812,95.970001,81.93,130.124146,116.1,134.84,117.93,53.21,73.27,55.47,133.84,57.48,136.22,166.28,76.4,357.37,74.47,122.92,139.86,179.16,110.29,116.5,108.7,127.33
2016-07-13,38.810565999999994,9.29,51.98053400000001,80.57,30.998577,96.43,81.33000200000002,130.298828,116.01,133.56,116.78,53.51,73.62,56.0,131.9,56.48,137.06,166.78,76.25,357.5,73.89,123.0,141.48,179.21,110.79,116.83,109.47,128.17
2016-07-14,39.007145,9.37,52.512347999999996,81.739998,31.519344,98.019997,81.559998,131.061874,117.0,134.54,117.29,53.74,73.7,55.84,132.54,57.59,136.72,166.94,76.61,355.19,74.13,123.18,140.84,180.9,111.5,116.77,108.63,127.24
2016-07-15,39.100765,9.17,51.901737,81.25,31.391287,98.389999,81.400002,130.62979099999998,116.82,134.78,116.86,53.7,73.67,55.84,130.44,57.41,136.58,166.41,75.66,356.85,74.65,123.0,141.33,181.4,111.03,115.09,109.27,127.58
2016-07-18,38.979073,9.27,52.167645,82.650002,31.280296000000003,98.809998,81.629997,129.627686,116.3,136.34,119.37,53.96,73.84,55.93,132.01,56.92,136.12,167.51,75.65,357.78,74.59,123.14,140.75,181.11,110.9,114.14,109.3,128.25
2016-07-19,38.454861,9.35,52.709316,82.769997,31.280296000000003,85.839996,81.370003,131.751373,117.37,136.98,120.61,53.09,73.66,55.7,131.29,56.76,136.35,168.12,75.74,356.58,74.08,125.25,142.59,181.24,110.64,113.37,108.38,128.09
2016-07-20,38.613995,9.58,53.398716,84.41999799999998,31.314453000000004,87.910004,82.139999,132.882172,117.73,137.41,121.92,55.91,73.79,55.62,132.9,57.54,135.35,168.04,75.34,359.78,74.07,125.14,143.02,181.42,110.59,115.45,110.03,127.21
2016-07-21,38.445499,9.46,52.413872,84.18,31.340061,85.989998,81.699997,131.337677,117.55,136.07,120.61,55.8,73.52,55.37,131.35,57.6,134.64,167.05,75.12,359.5,73.88,125.15,142.87,180.26,109.89,112.36,108.59,128.26
2016-07-22,38.454861,9.73,53.841896,84.489998,31.365675,85.889999,82.550003,132.17428600000002,117.84,136.52,121.0,56.57,73.55,56.1,130.29,57.9,135.18,167.47,75.39,363.05,74.12,125.03,143.69,180.44,110.36,112.86,107.65,129.81
2016-07-25,38.529739,9.85,54.836597,83.190002,31.399818,87.660004,82.190002,132.128311,116.87,136.5,121.63,56.73,73.75,55.87,131.31,57.95,134.48,167.97,74.47,361.42,73.69,124.89,141.73,179.63,110.1,113.07,106.59,129.49
2016-07-26,38.323811,10.1,55.772209,83.589996,31.442514000000006,91.410004,81.760002,132.854599,116.97,136.75,121.22,56.76,73.73,54.81,131.88,58.31,133.89,167.57,76.23,361.93,70.55,125.15,141.7,177.66,110.37,114.26,106.76,128.43
2016-07-27,38.314442,10.13,55.21085,83.099998,31.459583,92.040001,81.5,134.803589,117.61,136.31,123.34,56.19,73.32,55.32,133.11,57.85,131.03,166.15,75.4,363.31,70.68,124.77,141.68,178.27,108.8,113.71,106.09,127.17
