Date,Open,High,Low,Close,Adj Close,Volume
2015-10-05,24.959999,25.730000,24.830000,25.420000,24.785362,12050600
2015-10-06,25.150000,25.860001,25.049999,25.750000,25.107115,11330400
2015-10-07,25.809999,26.280001,25.389999,26.020000,25.370377,7753800
2015-10-08,25.910000,26.240000,25.469999,26.170000,25.516632,11501700
2015-10-09,26.030001,26.280001,25.580000,26.070000,25.419125,10581200
2015-10-12,26.100000,26.500000,25.910000,26.350000,25.692139,5689700
2015-10-13,26.139999,26.559999,26.049999,26.400000,25.740889,7461100
2015-10-14,26.430000,27.790001,26.400000,27.360001,26.676924,15303700
2015-10-15,27.410000,27.990000,27.129999,27.430000,26.745176,13151200
2015-10-16,27.520000,28.120001,27.450001,27.860001,27.164436,11209900
2015-10-19,27.950001,28.080000,27.490000,27.809999,27.115685,7367800
2015-10-20,27.690001,27.900000,27.480000,27.770000,27.076679,6620600
2015-10-21,27.940001,28.110001,27.360001,27.410000,26.725674,9657000
2015-10-22,27.730000,28.490000,27.690001,28.400000,27.690962,7672100
2015-10-23,28.650000,28.780001,28.219999,28.590000,27.876209,9544400
2015-10-26,28.610001,28.680000,28.200001,28.459999,27.749454,6185900
2015-10-27,28.320000,28.620001,28.299999,28.440001,27.729958,5206700
2015-10-28,28.620001,28.670000,28.200001,28.670000,27.954218,5425900
2015-10-29,28.209999,28.500000,27.629999,27.680000,26.988930,8179200
2015-10-30,27.980000,28.570000,27.770000,28.370001,27.661703,7529000
2015-11-02,28.459999,28.730000,28.290001,28.700001,27.983469,4752200
2015-11-03,28.530001,28.690001,28.180000,28.500000,27.788458,9419200
2015-11-04,28.420000,28.629999,27.900000,28.030001,27.330196,11056600
2015-11-05,28.170000,28.250000,27.629999,27.709999,27.018183,11970000
2015-11-06,30.450001,31.940001,29.820000,31.549999,30.762314,29306800
2015-11-09,31.240000,31.500000,30.969999,31.410000,30.625807,12314200
2015-11-10,31.000000,31.170000,30.150000,30.809999,30.040787,13806500
2015-11-11,30.830000,31.049999,30.400000,30.510000,29.748278,15497400
2015-11-12,30.440001,30.719999,30.270000,30.400000,29.641022,7277000
2015-11-13,30.430000,30.559999,29.650000,29.799999,29.056000,7323500
2015-11-16,30.190001,30.420000,29.950001,30.400000,29.641022,8607000
2015-11-17,30.480000,30.660000,30.270000,30.400000,29.641022,6426200
2015-11-18,30.410000,31.070000,30.080000,31.030001,30.370182,8755400
2015-11-19,31.139999,31.430000,30.889999,31.120001,30.458263,6351800
2015-11-20,31.350000,31.570000,31.160000,31.389999,30.722525,5993600
2015-11-23,31.650000,31.650000,30.809999,30.920000,30.262524,6063800
2015-11-24,30.920000,31.440001,30.780001,31.170000,30.507206,4885700
2015-11-25,31.110001,31.480000,31.020000,31.129999,30.468054,3457500
2015-11-27,31.190001,31.490000,31.030001,31.389999,30.722525,2174900
2015-11-30,31.420000,31.860001,31.389999,31.719999,31.045509,8181100
2015-12-01,32.000000,32.779999,31.969999,32.750000,32.053604,10237400
2015-12-02,32.799999,33.139999,32.430000,32.500000,31.808926,7356000
2015-12-03,32.759998,33.099998,32.270000,32.430000,31.740406,6166400
2015-12-04,32.430000,33.810001,32.430000,33.750000,33.032341,11468900
2015-12-07,33.740002,33.740002,33.009998,33.110001,32.405949,8339700
2015-12-08,32.700001,33.700001,32.490002,33.560001,32.846375,7862200
2015-12-09,33.549999,33.750000,32.369999,32.709999,32.014458,9316900
2015-12-10,32.810001,33.160000,32.700001,32.980000,32.278713,5914900
2015-12-11,32.650002,32.880001,32.419998,32.490002,31.799137,5683000
2015-12-14,32.520000,32.750000,32.180000,32.570000,31.877434,6897300
2015-12-15,32.939999,33.200001,32.759998,32.970001,32.268932,7682400
2015-12-16,33.040001,33.279999,32.750000,33.169998,32.464672,5908900
2015-12-17,33.220001,33.560001,32.650002,32.669998,31.975306,6354000
2015-12-18,32.439999,32.770000,32.099998,32.139999,31.456579,9897400
2015-12-21,32.490002,32.930000,32.200001,32.900002,32.200420,7105400
2015-12-22,33.000000,33.259998,32.730000,32.930000,32.229778,3250300
2015-12-23,32.980000,33.189999,32.919998,33.060001,32.357021,3063100
2015-12-24,32.959999,33.250000,32.910000,33.169998,32.464672,1311200
2015-12-28,32.820000,33.139999,32.360001,33.139999,32.435318,3550600
2015-12-29,33.160000,33.779999,33.070000,33.680000,32.963833,5091500
2015-12-30,33.650002,33.939999,33.380001,33.389999,32.680000,4508600
2015-12-31,33.340000,33.490002,32.959999,32.959999,32.259144,3713200
2016-01-04,32.290001,32.580002,32.040001,32.369999,31.681690,8951900
2016-01-05,32.980000,33.439999,32.500000,32.889999,32.190632,12256800
2016-01-06,32.349998,32.500000,31.160000,31.530001,30.859547,11233600
2016-01-07,30.740000,30.950001,29.879999,30.280001,29.636131,16132600
2016-01-08,30.670000,30.700001,29.570000,29.629999,28.999952,9961800
2016-01-11,29.660000,29.889999,29.150000,29.680000,29.048891,10234300
2016-01-12,30.209999,30.620001,29.969999,30.180000,29.538260,11733900
2016-01-13,30.410000,30.610001,29.230000,29.260000,28.637821,12041800
2016-01-14,28.660000,29.000000,27.820000,28.670000,28.060366,15005900
2016-01-15,27.520000,27.850000,26.639999,27.110001,26.533537,21036300
2016-01-19,27.670000,28.450001,27.219999,27.330000,26.748854,11428500
2016-01-20,26.809999,27.830000,26.450001,27.480000,26.895666,12029500
2016-01-21,27.780001,28.230000,27.209999,27.799999,27.208864,12036400
2016-01-22,28.330000,28.639999,28.270000,28.450001,27.845045,6449900
2016-01-25,28.440001,28.770000,28.360001,28.420000,27.815683,6768200
2016-01-26,28.480000,28.820000,28.190001,28.700001,28.089727,5698600
2016-01-27,28.660000,28.750000,27.820000,28.360001,27.756956,5792500
2016-01-28,28.590000,28.690001,27.500000,28.049999,27.453547,6919400
2016-01-29,28.290001,29.350000,28.180000,29.290001,28.667181,7762600
2016-02-01,29.260000,29.450001,29.010000,29.299999,28.676966,7247100
2016-02-02,29.000000,29.150000,27.860001,28.059999,27.463335,8547700
2016-02-03,28.280001,28.450001,27.549999,28.200001,27.600359,8169300
2016-02-04,28.240000,28.850000,27.930000,28.209999,27.610146,8703500
2016-02-05,28.020000,28.330000,26.350000,26.430000,25.867996,15010700
2016-02-08,26.030001,26.160000,24.850000,25.219999,24.683723,15221300
2016-02-09,24.920000,26.549999,24.799999,25.490000,24.947981,10634300
