,Date,ORCL,SQ,NVDA
690,2018-08-17,46.728107,72.900002,243.16131600000003
691,2018-08-20,46.786076,74.260002,246.16088900000003
692,2018-08-21,46.776421,75.190002,251.60374500000003
693,2018-08-22,47.153255,76.440002,261.039368
694,2018-08-23,47.307860999999995,77.120003,265.032135
695,2018-08-24,47.597733000000005,78.18,270.37573199999997
696,2018-08-27,47.665375,78.25,274.03076200000004
697,2018-08-28,46.998657,80.800003,272.521057
698,2018-08-29,47.240219,85.699997,276.75451699999996
699,2018-08-30,46.747433,87.760002,276.078735
700,2018-08-31,46.940684999999995,88.639999,278.930847
701,2018-09-04,46.940684999999995,91.25,281.932007
702,2018-09-05,46.418911,87.199997,276.684937
703,2018-09-06,46.10004,88.540001,271.020477
704,2018-09-07,46.196671,89.970001,270.165833
705,2018-09-10,47.211231,89.389999,273.017914
706,2018-09-11,47.269207,92.279999,271.099945
707,2018-09-12,47.675036999999996,90.440002,266.528656
708,2018-09-13,47.307860999999995,90.220001,269.649109
709,2018-09-14,47.58807,90.82,274.707336
710,2018-09-17,47.520435,86.860001,272.222931
711,2018-09-18,47.3755,87.989998,269.331055
712,2018-09-19,47.761996999999994,84.800003,270.285126
713,2018-09-20,48.728252000000005,86.510002,264.62060499999995
714,2018-09-21,49.375648,85.300003,261.808258
715,2018-09-24,49.510925,86.040001,264.044189
716,2018-09-25,49.974724,95.349998,266.73733500000003
717,2018-09-26,49.88776,94.650002,265.256622
718,2018-09-27,49.945744,97.959999,265.733612
719,2018-09-28,49.820126,99.010002,279.268768
720,2018-10-01,50.052025,97.279999,287.556763
721,2018-10-02,48.535004,97.83000200000001,284.694733
722,2018-10-03,48.071197999999995,96.959999,284.943146
723,2018-10-04,47.800652,94.489998,277.54953
724,2018-10-05,47.684696,94.110001,268.178253
725,2018-10-08,47.694365999999995,86.059998,264.113739
726,2018-10-09,47.220898,86.16999799999999,263.88525400000003
727,2018-10-10,45.800503000000006,77.449997,244.15893599999998
728,2018-10-11,45.201427,69.029999,233.66473399999998
729,2018-10-12,45.781174,73.970001,245.00361600000002
730,2018-10-15,45.713271999999996,73.769997,233.913162
