Date,AMT,HD,FB,MSFT,WMT
2020-04-22,252.98,204.17,182.28,173.52,131.59
2020-04-23,248.6,202.32,185.13,171.42,128.53
2020-04-24,244.61,212.18,190.07,174.55,129.44
2020-04-27,250.22,217.76,187.5,174.05,128.3
2020-04-28,243.53,217.63,182.91,169.81,128
2020-04-29,236.81,221.81,194.19,177.43,123.6
2020-04-30,238,219.83,204.71,179.21,121.55
2020-05-01,234.2,218.57,202.27,174.57,122.92
2020-05-04,236.63,221.84,205.26,178.84,123.7
2020-05-05,240.26,225.61,207.07,180.76,124.73
2020-05-06,237.26,223.92,208.47,182.54,123.3
2020-05-07,235.25,229.45,211.26,183.6,121.89
2020-05-08,238.36,234.43,212.35,184.68,122.94
2020-05-11,238.23,236.56,213.18,186.74,123.67
2020-05-12,231.69,232.9,210.1,182.51,123.78
2020-05-13,231.15,230.1,205.1,179.75,123.71
2020-05-14,229.62,234.48,206.81,180.53,123.42
2020-05-15,229.58,239.33,210.88,183.16,125.94
2020-05-18,236.03,245.35,213.19,184.91,127.66
2020-05-19,229.97,238.1,216.88,183.63,124.95
2020-05-20,230.14,238.19,229.97,185.66,125.45
2020-05-21,228.16,240.88,231.39,183.43,124.99
2020-05-22,242.43,241.88,234.91,183.51,124.33
2020-05-26,243.93,242.48,232.2,181.57,123.86
2020-05-27,252.01,247.36,229.14,181.81,122.48
2020-05-28,258.12,245.14,225.46,181.4,123.69
2020-05-29,258.17,248.48,225.09,183.25,124.06
2020-06-01,264.31,247.29,231.91,182.83,123.96
2020-06-02,263.59,252.71,232.72,184.91,123.94
2020-06-03,267.39,251,230.16,185.36,123.47
2020-06-04,259.72,248.95,226.29,182.92,122.11
2020-06-05,264.89,254.9,230.77,187.2,121.56
2020-06-08,266.88,256.77,231.4,188.36,121.24
2020-06-09,265.76,256.76,238.67,189.8,121.35
2020-06-10,265.34,254.45,236.73,196.84,121.16
2020-06-11,251.51,239.47,224.43,186.27,120.09
2020-06-12,258.08,242.45,228.58,187.74,117.74
2020-06-15,262.49,241.36,232.5,187.74,118.08
2020-06-16,264.78,249.95,235.65,193.57,119.65
2020-06-17,263.97,250.85,235.53,194.24,119.03
2020-06-18,257.6,249.21,235.94,196.32,117.99
2020-06-19,265.6,246.65,238.79,195.15,119.85
2020-06-22,264.6,249.16,239.22,200.57,121.68
2020-06-23,264.5,250.31,242.24,201.91,121.07
2020-06-24,254.18,246.13,234.02,197.84,120.3
2020-06-25,254.36,245.38,235.68,200.34,119.71
2020-06-26,246.48,241.01,216.08,196.33,118.32
2020-06-29,253.8,246.12,220.64,198.44,119.06
2020-06-30,258.54,250.51,227.07,203.51,119.78
2020-07-01,265.39,248.15,237.55,204.7,119.69
2020-07-02,264.21,248.5,233.42,206.26,119.21
2020-07-06,265.97,249.55,240.28,210.7,118.89
2020-07-07,265.97,247.35,240.86,208.25,126.95
2020-07-08,264.7,249.17,243.58,212.83,124.44
2020-07-09,265.6,247.96,244.5,214.32,127.75
2020-07-10,264.35,250.11,245.07,213.67,130.68
2020-07-13,255.93,249.62,239,207.07,129.52
2020-07-14,258.94,257.79,239.73,208.35,132.01
2020-07-15,257.27,257.8,240.28,208.04,132
2020-07-16,257.48,258.08,240.93,203.92,132.2
2020-07-17,259.11,260.38,242.03,202.88,131.74
2020-07-20,260.53,260.17,245.42,211.6,131.47
2020-07-21,259.21,262.42,241.75,208.75,132.33
2020-07-22,259.04,265.17,239.87,211.75,132.66
2020-07-23,257.9,263.81,232.6,202.54,131.64
2020-07-24,256.33,265.31,230.71,201.3,131.24
2020-07-27,260.31,267.42,233.5,203.85,131.21
2020-07-28,266.8,265.28,230.12,202.02,131.76
2020-07-29,271.29,264.66,233.29,204.06,130.69
2020-07-30,262.49,266.31,234.5,203.9,130.12
2020-07-31,261.39,265.49,253.67,205.01,129.4
2020-08-03,256.58,266.18,251.96,216.54,129.3
2020-08-04,260.17,267.87,249.83,213.29,131.64
2020-08-05,255.29,267.48,249.12,212.94,129.81
2020-08-06,255.51,269.37,265.28,216.35,129.35
2020-08-07,257.61,271.64,268.44,212.48,129.97
2020-08-10,253.41,274.73,263,208.25,131.88
2020-08-11,246.2,274.92,256.13,203.38,130.2
2020-08-12,251.3,281.58,259.89,209.19,131.89
2020-08-13,250.73,281.66,261.3,208.7,131.85
2020-08-14,250.12,280.55,261.24,208.9,132.6
2020-08-17,250.91,288.24,261.16,210.28,135.6
2020-08-18,252.55,285,262.34,211.49,134.71
2020-08-19,245.23,282.86,262.59,209.7,132.41
2020-08-20,247.68,280.68,269.01,214.58,130.57
2020-08-21,249.34,283.23,267.01,213.02,131.63
2020-08-24,245.44,286.75,271.39,213.69,131.33
2020-08-25,246.41,286.13,280.82,216.47,130.63
2020-08-26,246.97,291.93,303.91,221.15,130.7
2020-08-27,247.97,288.63,293.22,226.58,136.63
2020-08-28,249.59,286.29,293.66,228.91,140.3
2020-08-31,249.15,285.04,293.2,225.53,138.85
2020-09-01,248.03,285.94,295.44,227.27,147.59
2020-09-02,256.5,287.2,302.5,231.65,147.68
2020-09-03,252.32,274.63,291.12,217.3,144.54
2020-09-04,249.98,269.66,282.73,214.25,142.83
2020-09-08,246.81,269.26,271.16,202.66,138.45
2020-09-09,252.42,277.04,273.72,211.29,139.89
2020-09-10,248.38,272.7,268.09,205.37,136.81
2020-09-11,249.79,276.33,266.61,204.03,136.7
2020-09-14,253.9,280.65,266.15,205.41,137.32
2020-09-15,263.75,285.58,272.42,208.78,137.36
2020-09-16,263.29,281.63,263.52,205.05,136.26
2020-09-17,250.73,279.96,254.82,202.91,136.69
2020-09-18,245.5,275.19,252.53,200.39,135.29
2020-09-21,240.97,272.35,248.15,202.54,137.07
2020-09-22,241.94,273.31,254.75,207.42,138.31
2020-09-23,235.71,266.55,249.02,200.59,135.99
2020-09-24,236.18,265.7,249.53,203.19,136.7
2020-09-25,239.81,268.55,254.82,207.82,137.27
2020-09-28,240,272.33,256.82,209.44,137.25
2020-09-29,240.12,272.11,261.79,207.26,137.14
2020-09-30,241.73,277.71,261.9,210.33,139.91
2020-10-01,242.15,277.62,266.63,212.46,143.08
