Date,Open,High,Low,Close,Adj Close,Volume
2015-10-05,140.479996,144.410004,140.240005,144.119995,129.018661,1774800
2015-10-06,143.509995,144.589996,140.479996,140.660004,125.921211,1787000
2015-10-07,140.820007,142.139999,139.589996,140.360001,126.272095,1405800
2015-10-08,139.589996,142.179993,138.619995,141.910004,127.666481,1102900
2015-10-09,141.910004,143.490005,141.869995,142.720001,128.395203,1265600
2015-10-12,143.070007,144.009995,142.729996,143.690002,129.267853,588600
2015-10-13,142.160004,143.570007,141.589996,141.710007,127.486572,703700
2015-10-14,141.770004,142.410004,139.220001,139.500000,125.498367,865400
2015-10-15,140.550003,141.289993,139.550003,141.289993,127.108765,749800
2015-10-16,141.059998,142.009995,140.380005,141.699997,127.477577,1058400
2015-10-19,140.929993,141.320007,140.369995,141.250000,127.072762,958100
2015-10-20,141.190002,141.710007,140.539993,141.250000,127.072762,990500
2015-10-21,142.000000,144.830002,141.660004,143.089996,128.728073,1099600
2015-10-22,144.000000,147.679993,143.889999,147.250000,132.470505,1330100
2015-10-23,148.250000,148.800003,147.389999,148.279999,133.397171,1198400
2015-10-26,148.220001,148.880005,147.580002,148.149994,133.280167,851800
2015-10-27,147.679993,149.070007,147.399994,148.399994,133.505096,1621200
2015-10-28,150.869995,152.509995,147.210007,150.779999,135.646194,2626800
2015-10-29,150.470001,150.929993,147.500000,149.970001,134.917526,1680100
2015-10-30,150.350006,150.940002,147.279999,148.580002,133.667053,2127500
2015-11-02,149.240005,149.380005,147.669998,148.720001,133.792969,1651100
2015-11-03,147.580002,148.100006,146.169998,147.169998,132.398544,1868000
2015-11-04,147.289993,147.880005,146.830002,147.279999,132.497498,893600
2015-11-05,147.210007,147.679993,145.539993,147.070007,132.308594,1272600
2015-11-06,146.690002,146.990005,144.839996,145.919998,131.274033,1744600
2015-11-09,145.460007,145.679993,143.660004,144.289993,129.807587,1164100
2015-11-10,143.729996,144.729996,142.500000,143.940002,129.492783,1455300
2015-11-11,144.429993,144.789993,143.259995,143.309998,128.925980,1218000
2015-11-12,143.009995,143.009995,141.619995,141.850006,127.612549,1667900
2015-11-13,141.229996,142.240005,140.179993,140.600006,126.487976,1634100
2015-11-16,141.250000,143.360001,141.080002,143.279999,128.898956,1731400
2015-11-17,143.710007,144.449997,142.500000,142.869995,128.530151,1426700
2015-11-18,143.289993,143.979996,142.279999,143.710007,129.285843,1037700
2015-11-19,144.830002,145.919998,144.279999,145.199997,130.626297,1510500
2015-11-20,146.250000,146.720001,145.389999,145.500000,130.896194,1644600
2015-11-23,145.759995,146.000000,144.369995,144.589996,130.077530,1129700
2015-11-24,143.869995,146.009995,143.639999,145.529999,130.923172,1260000
2015-11-25,145.630005,145.949997,144.899994,145.179993,130.608292,1157700
2015-11-27,145.529999,145.990005,145.139999,145.559998,130.950119,542100
2015-11-30,146.500000,147.589996,146.000000,146.460007,131.759842,1960600
2015-12-01,147.229996,148.399994,146.830002,147.600006,132.785385,1618800
2015-12-02,147.410004,147.490005,145.229996,145.350006,130.761230,1576400
2015-12-03,145.440002,145.720001,141.580002,141.960007,127.711502,2988700
2015-12-04,142.449997,144.270004,142.369995,143.839996,129.402771,1882700
2015-12-07,143.759995,144.190002,141.529999,143.089996,128.728073,1782800
2015-12-08,142.169998,142.570007,140.850006,142.000000,127.747475,1423100
2015-12-09,141.899994,142.630005,139.320007,140.169998,126.101151,1653600
2015-12-10,140.199997,141.039993,139.509995,140.000000,125.948235,1355300
2015-12-11,138.910004,139.250000,137.570007,137.839996,124.619186,1307800
2015-12-14,138.330002,139.300003,137.059998,139.190002,125.839722,1244400
2015-12-15,139.830002,140.479996,137.949997,138.039993,124.800041,2181900
2015-12-16,137.740005,140.089996,136.419998,139.639999,126.246582,2163100
2015-12-17,139.570007,140.080002,138.009995,138.160004,124.908516,1186700
2015-12-18,137.399994,138.119995,136.080002,136.710007,123.597610,2570800
2015-12-21,137.279999,139.139999,136.660004,138.089996,124.845200,941800
2015-12-22,139.130005,140.509995,138.509995,139.940002,126.517815,1283600
2015-12-23,140.429993,140.869995,139.440002,139.889999,126.472595,967300
2015-12-24,139.729996,140.190002,139.490005,139.839996,126.427406,358100
2015-12-28,139.750000,140.160004,138.300003,139.589996,126.201347,731200
2015-12-29,140.639999,141.289993,139.740005,140.339996,126.879402,776600
2015-12-30,140.229996,140.610001,138.850006,139.259995,125.903008,766000
2015-12-31,138.500000,138.740005,136.619995,137.360001,124.185242,786500
2016-01-04,135.619995,136.100006,134.809998,136.070007,123.018959,1772200
2016-01-05,136.100006,137.350006,135.529999,136.639999,123.534309,1525100
2016-01-06,135.000000,136.130005,134.080002,135.259995,122.286659,1576200
2016-01-07,133.690002,133.970001,130.419998,130.800003,118.254433,2096200
2016-01-08,130.940002,132.210007,129.869995,130.190002,117.702957,2120800
2016-01-11,131.399994,132.179993,130.149994,131.289993,118.697433,2080100
2016-01-12,132.440002,132.889999,131.029999,132.490005,119.782341,1516800
2016-01-13,132.520004,132.830002,128.820007,129.050003,117.283112,1400900
2016-01-14,129.130005,130.149994,127.360001,129.039993,117.274010,1713300
2016-01-15,125.830002,127.110001,124.570000,125.989998,114.502106,2849300
2016-01-19,126.900002,128.100006,126.110001,127.379997,115.765373,1643700
2016-01-20,125.400002,126.089996,121.610001,124.180000,112.857155,2161800
2016-01-21,124.379997,125.610001,123.690002,124.320000,112.984367,1568300
2016-01-22,125.500000,126.489998,124.760002,126.370003,114.847450,1195800
2016-01-25,126.010002,126.330002,124.430000,124.599998,113.238846,1788000
2016-01-26,124.290001,127.809998,123.930000,127.379997,115.765373,1777300
2016-01-27,124.110001,135.339996,122.669998,129.000000,117.237656,5841600
2016-01-28,128.850006,130.039993,127.360001,128.649994,116.919571,2504500
2016-01-29,129.149994,134.229996,129.149994,133.770004,121.572716,3751600
2016-02-01,132.300003,134.380005,130.830002,133.619995,121.436386,2793900
2016-02-02,132.679993,133.940002,131.990005,133.529999,121.354607,2896700
2016-02-03,134.089996,134.410004,131.460007,133.789993,121.590912,2046600
2016-02-04,133.759995,136.089996,133.139999,135.350006,123.008644,2306300
2016-02-05,135.210007,136.130005,133.839996,134.199997,121.963524,1799100
2016-02-08,132.320007,132.729996,130.729996,132.259995,120.200417,1941100
2016-02-09,130.470001,132.919998,130.470001,132.130005,120.082260,2205400
2016-02-10,132.529999,134.369995,132.500000,133.070007,120.936539,1337200
2016-02-11,130.589996,131.169998,125.739998,128.580002,116.855949,2580400
2016-02-12,129.639999,130.550003,127.680000,130.179993,118.310081,1722100
2016-02-16,131.479996,132.589996,130.250000,131.509995,119.518806,1620500
2016-02-17,132.240005,135.479996,132.240005,135.029999,122.717812,1566300
2016-02-18,134.619995,136.270004,134.199997,135.050003,122.736031,1359100
2016-02-19,134.889999,136.009995,134.320007,135.259995,122.926842,1370700
2016-02-22,135.259995,137.720001,135.259995,136.619995,124.162834,1208600
2016-02-23,135.940002,137.190002,135.270004,135.910004,123.517593,1221900
2016-02-24,135.000000,135.630005,132.850006,135.149994,122.826897,1371800
2016-02-25,135.520004,137.350006,135.309998,137.240005,124.726303,1091400
2016-02-26,137.610001,138.529999,137.009995,137.110001,124.608162,1752800
2016-02-29,136.899994,137.550003,135.550003,136.270004,123.844749,2944700
2016-03-01,136.970001,138.369995,136.639999,138.240005,125.635109,1290600
2016-03-02,137.690002,138.119995,133.570007,135.610001,123.244934,2665800
2016-03-03,135.740005,136.529999,134.669998,135.740005,123.363091,2012600
2016-03-04,135.740005,136.520004,134.880005,135.279999,122.945045,1710300
2016-03-07,134.169998,134.949997,131.509995,132.330002,120.264030,2099300
2016-03-08,131.279999,132.270004,130.740005,131.399994,119.418823,1782200
2016-03-09,131.619995,132.339996,130.630005,131.910004,119.882317,1503200
2016-03-10,132.800003,134.259995,131.940002,133.570007,121.390984,2234600
2016-03-11,134.550003,136.039993,134.320007,135.520004,123.163170,1495900
2016-03-14,134.940002,135.559998,134.130005,134.210007,121.972595,1419300
2016-03-15,134.089996,134.089996,132.380005,133.289993,121.136467,1468200
2016-03-16,133.279999,134.429993,132.539993,133.990005,121.772667,1146600
2016-03-17,134.259995,134.470001,133.520004,134.119995,121.890793,1617000
2016-03-18,134.490005,136.089996,134.169998,135.449997,123.099533,2581200
2016-03-21,134.899994,135.410004,134.389999,134.779999,122.490608,1151300
2016-03-22,134.679993,135.979996,134.020004,135.240005,122.908684,954900
2016-03-23,135.199997,135.520004,134.089996,134.320007,122.072578,785600
2016-03-24,132.399994,132.399994,127.739998,129.080002,117.310364,3344100
2016-03-28,129.500000,131.110001,128.990005,130.820007,118.891708,1786100
2016-03-29,130.789993,132.199997,130.059998,131.860001,119.836899,1633800
2016-03-30,132.130005,132.399994,131.240005,131.729996,119.718727,1400200
2016-03-31,131.570007,131.820007,130.419998,131.369995,119.391556,1820800
2016-04-01,130.380005,132.619995,129.690002,132.339996,120.273117,2060900
2016-04-04,132.289993,133.070007,131.520004,131.690002,119.682388,1555300
2016-04-05,131.339996,132.330002,130.619995,130.839996,118.909874,1488700
2016-04-06,129.789993,131.850006,129.550003,131.720001,120.409050,1455200
2016-04-07,131.279999,133.000000,130.839996,131.389999,120.107376,1419800
2016-04-08,132.419998,133.800003,132.289993,132.910004,121.496872,1120800
2016-04-11,133.380005,134.070007,131.860001,131.899994,120.573578,902200
2016-04-12,131.940002,133.850006,131.820007,133.550003,122.081909,826900
2016-04-13,134.479996,134.990005,133.500000,134.320007,122.785805,1387800
2016-04-14,134.119995,134.440002,132.899994,133.570007,122.100220,1159900
2016-04-15,133.690002,135.139999,133.509995,134.809998,123.233711,1158600
2016-04-18,134.619995,136.509995,134.339996,136.289993,124.586601,1283500
2016-04-19,136.550003,136.949997,135.580002,136.690002,124.952278,1567800
2016-04-20,136.740005,139.039993,136.600006,136.710007,124.970551,1639000
2016-04-21,136.860001,138.770004,136.699997,137.720001,125.893799,1492600
2016-04-22,138.029999,138.429993,136.440002,137.899994,126.058365,1140100
2016-04-25,137.050003,137.750000,136.500000,136.789993,125.043678,951500
2016-04-26,137.509995,139.000000,137.240005,138.710007,126.798813,1468500
2016-04-27,139.000000,144.149994,138.600006,143.610001,131.278030,2888100
2016-04-28,142.210007,143.449997,140.669998,141.160004,129.038406,1783000
2016-04-29,140.100006,140.830002,139.000000,140.520004,128.453354,1893500
