,AMT,AMT,AMT,AMT,AMT,BABA,BABA,BABA,BABA,BABA,BLK,BLK,BLK,BLK,BLK,COST,COST,COST,COST,COST,CRM,CRM,CRM,CRM,CRM,FB,FB,FB,FB,FB,MSFT,MSFT,MSFT,MSFT,MSFT,NFLX,NFLX,NFLX,NFLX,NFLX,NVDA,NVDA,NVDA,NVDA,NVDA,ORCL,ORCL,ORCL,ORCL,ORCL,PFE,PFE,PFE,PFE,PFE,PPG,PPG,PPG,PPG,PPG,SPY,SPY,SPY,SPY,SPY,SQ,SQ,SQ,SQ,SQ,TROW,TROW,TROW,TROW,TROW,UNH,UNH,UNH,UNH,UNH
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
2018-01-26,143.12,145.135,142.8355,145.12,1163803.0,200.33,205.23,199.21,205.22,19582622,578.21,586.95,577.12,586.76,308884.0,197.89,199.23,195.69,198.9048,1708158,112.72,113.92,112.03,113.69,2928866,187.75,190.0,186.81,189.92,12164221,93.12,94.06,92.58,94.04,17480578,271.485,274.6,268.76,274.56,8564070,238.12,243.34,237.6,243.27,9324717,51.86,52.75,51.76,52.74,11350411,37.3,39.09,37.3,39.0,37155562,120.5,121.5,119.62,121.47,1137345.0,284.27,286.58,283.96,286.57,56613904,45.5,46.25,44.85,45.97,9944942,117.88,119.99,117.15,119.96,981999,245.0,248.735,244.46,248.42,1531690.0
2018-01-29,144.9,145.99,143.68,144.33,2470896.0,204.94,205.69,201.82,202.99,17351711,585.53,585.53,574.2,574.39,397746.0,198.37,199.88,197.56,198.38,1424798,113.7,114.41,112.85,113.3,2113089,188.7,188.84,185.6301,185.96,16507405,95.13,95.45,93.72,93.87,22587535,274.05,286.81,273.92,284.58,13268470,242.74,248.11,240.61,246.78,8006730,52.67,52.79,51.88,51.94,10183381,39.0,39.43,38.77,39.01,28299251,120.91,121.65,119.38,119.58,905909.0,285.97,286.43,284.5,284.68,60825439,46.08,46.249,44.9,45.43,6432404,119.97,120.07,117.28,117.64,1429783,249.28,250.79,247.4,247.41,1609380.0
2018-01-30,143.88,145.66,142.8352,145.16,1790894.0,198.68,202.54,196.49,199.64,17916589,570.14,571.53,562.18,562.3,561833.0,197.59,198.79,196.08,197.96,1529078,112.42,113.45,111.84,112.23,2832177,183.01,188.18,181.84,187.1,15767940,93.3,93.66,92.1,92.77,25122127,277.0,282.73,272.7,278.8,9227976,241.12,246.42,238.41,242.7,10051677,51.74,51.99,50.745,50.96,14167322,38.21,38.75,37.35,37.8,36723063,119.2,119.66,117.78,118.36,798023.0,282.59,283.29,281.22,281.66,86366361,44.42,45.94,42.56,45.51,9104550,115.0,115.0,111.0,112.5,1728564,232.88,242.74,232.1,236.68,8372933.0
2018-01-31,145.47,148.84,145.24,147.72,2254197.0,202.82,206.2,202.8,204.345,19279587,568.6,568.6,559.65,561.71,371541.0,197.87,198.4747,194.1,194.88,1723240,113.06,114.52,112.64,114.02,2820335,188.38,189.83,185.22,186.93,21657451,93.75,95.4,93.51,95.2,34696608,281.94,282.289,269.58,270.45,8613887,245.77,249.27,244.45,245.83,8661912,50.86,51.845,50.86,51.6,12924605,37.92,37.99,36.83,37.07,25850748,118.87,119.07,118.2,118.75,805575.0,282.73,283.3,280.68,281.91,76360186,45.9688,47.5,45.8,46.91,13536718,112.46,112.725,110.39,111.64,1719943,242.84,247.0,235.76,236.79,3613262.0
2018-02-01,148.02,149.36,146.54,147.05,1717807.0,192.75,199.49,191.14,191.95,41221397,561.41,568.48,558.75,565.05,450131.0,193.41,195.07,192.11,192.39,1185207,113.3,114.27,112.53,112.74,3099076,188.22,195.32,187.89,193.08,42954993,94.79,96.07,93.5813,94.24,37745992,266.41,271.95,263.38,265.07,6691876,238.57,246.9,238.06,240.48,9679231,51.36,51.98,51.26,51.62,10135438,36.61,37.395,36.61,36.82,22367890,118.16,118.77,115.57,117.64,1028734.0,281.04,283.06,280.68,281.6,64693558,45.75,46.71,44.02,44.44,14377261,110.62,112.72,110.61,112.16,970332,235.26,237.82,233.83,235.24,2757634.0
2018-02-02,146.44,146.74,144.23,145.18,1683078.0,194.79,195.68,186.8,187.29,26765526,565.26,565.26,545.81,548.33,498438.0,191.25,193.6,190.8,191.03,1472379,112.03,112.35,110.71,110.845,3094205,192.04,194.21,189.98,190.275,20345286,93.74,93.97,91.645,91.76,36612054,262.92,270.62,262.71,267.39,6922374,237.0,237.97,231.17,233.51,13556600,51.25,51.41,50.04,50.08,12672862,36.6,37.25,36.51,36.54,19941500,117.28,117.455,115.51,115.58,1036879.0,280.08,280.23,275.41,275.52,121717871,43.9,45.35,43.35,43.59,12425819,111.39,112.68,109.5,109.89,1542732,233.0,236.3,231.19,231.77,2520589.0
2018-02-05,144.14,146.29,141.77,142.03,2197326.0,183.7,190.4699,179.9,181.02,25219723,539.99,553.1958,518.5,525.18,772725.0,190.66,192.1,182.525,182.74,2306970,109.15,111.61,107.5,107.61,3925756,186.96,190.61,180.61,181.26,25384078,90.56,93.24,88.0,88.0,39934296,262.0,267.899,250.03,254.27,8815906,226.9,233.23,205.0,213.67,23029093,50.04,50.7,48.06,48.09,16526573,36.48,36.7,34.0,34.62,31367992,115.29,117.12,111.62,112.01,1723947.0,273.47,275.85,263.31,264.18,205971586,42.04,44.23,40.12,41.02,14917562,109.47,111.11,104.66,105.25,1673301,230.79,233.11,208.48,220.02,4288910.0
2018-02-06,140.28,142.17,137.63,140.2,2596250.0,174.72,185.59,174.17,185.2,29096504,510.81,538.52,507.26,535.54,699952.0,178.91,185.24,176.2,183.98,2872823,105.01,109.62,103.69,109.59,5083403,178.47,185.77,177.74,185.43,29297658,86.92,91.475,85.25,91.34,55761173,247.7,266.7,245.0,265.75,9141526,204.4,225.7,204.0,225.56,21643425,47.33,49.51,46.82,49.4,22280290,34.32,35.475,34.0,35.3,46473521,110.33,114.2,109.6,113.98,1638861.0,259.99,269.7,254.12,269.18,232359323,39.92,41.98,39.1,41.6,18180878,101.98,107.55,100.64,106.98,2288844,212.2,226.509,210.21,225.19,4892597.0
2018-02-07,139.85,142.33,139.24,139.99,1623547.0,183.5,186.83,180.75,180.75,15026085,535.18,541.66,532.0,532.37,402561.0,183.52,185.36,182.15,183.24,1714261,109.07,112.29,108.81,110.03,3591283,184.27,185.0817,179.95,180.17,22696290,90.42,91.77,89.2,89.58,34041464,266.45,272.45,264.325,264.619,6326803,229.45,234.97,226.7,228.81,16374417,49.2,49.85,48.82,48.86,12672748,35.13,35.65,34.97,34.97,24865916,113.86,116.74,113.48,114.14,1399901.0,268.5,272.36,267.63,267.66,112819262,42.01,42.79,41.5,41.67,8971867,106.92,108.88,106.32,106.51,1508384,222.33,229.29,221.51,225.86,3602184.0
2018-02-08,139.88,140.93,133.46,133.57,2861777.0,182.18,183.1,171.39,172.5,24177336,534.23,536.49,509.01,509.63,707667.0,184.51,184.51,178.53,178.53,1872208,110.1,110.18,104.0,104.03,5213360,181.01,181.84,171.4815,171.595,29317857,89.71,89.875,84.76,84.99,43004812,267.08,267.62,250.0,250.1,6647142,233.84,235.22,217.51,217.73,18006819,49.09,49.12,46.81,46.84,17269838,35.0,35.17,33.6,33.63,36366518,113.84,114.2,110.27,110.33,1521769.0,267.97,268.17,257.59,257.72,156654099,42.85,42.85,39.5,39.5,11169077,106.78,107.77,101.87,102.0,2076282,225.33,226.63,216.26,216.47,3356070.0
2018-02-09,134.35,136.93,130.37,136.05,3006331.0,175.12,177.6164,168.88,176.66,22944979,517.05,525.89,500.01,521.43,640863.0,179.78,182.07,175.79,180.66,1867878,105.32,108.11,102.37,106.97,5209917,174.76,176.9,167.18,176.05,31830471,86.24,88.93,83.83,88.15,52511195,253.6,255.7999,236.11,249.28,13466991,238.25,238.89,217.52,231.46,34315652,47.58,48.1504,45.92,47.73,19941602,34.19,34.43,33.2,34.18,40552302,111.76,113.2,108.74,112.42,1232069.0,260.8,263.61,252.92,261.67,207357854,39.97,40.57,36.76,39.56,16997017,103.84,104.31,99.35,103.39,2674603,218.0,223.28,212.01,221.08,4411923.0
2018-02-12,136.99,137.23,133.83,136.22,2954655.0,180.44,180.79,175.0861,177.44,14097579,526.32,532.1397,519.88,525.48,391801.0,181.84,183.259,180.38,181.18,1001825,107.7,109.48,106.26,108.55,3621943,177.09,177.545,171.84,176.4,24904119,88.74,89.78,87.9295,89.15,27427576,252.46,259.15,249.0,257.96,6427392,235.31,235.48,225.0305,228.02,23086698,48.22,48.4868,47.72,48.13,11581279,34.45,34.87,34.0285,34.66,28150210,113.0,114.73,112.86,113.98,874208.0,263.87,267.01,261.88,265.26,99933794,39.81,40.46,38.8,39.9,8667833,104.44,106.4,104.1,104.94,1562257,222.44,228.0001,222.15,225.76,3444824.0
2018-02-13,136.03,136.92,134.86,136.34,2687496.0,177.42,182.15,177.0,179.1998,11900203,520.86,526.52,518.77,521.18,319543.0,180.22,184.6,180.05,184.14,1298232,108.01,108.08,105.93,107.66,4767718,175.62,175.97,173.1,173.15,17468774,88.93,90.0,87.8,89.781,21053197,256.86,261.41,254.7,258.3,5077997,226.56,234.5,225.25,232.69,12773885,48.01,48.68,47.77,48.49,10842656,34.57,35.03,34.41,34.94,15912356,113.44,114.82,112.6,114.56,996602.0,263.94,266.62,263.31,266.01,56891150,39.85,42.68,39.74,42.12,11821715,103.94,105.88,103.21,105.71,1244933,223.15,227.12,222.385,226.59,2262885.0
2018-02-14,135.03,135.9,132.62,135.39,3445551.0,179.1,186.93,178.9002,186.7003,15241169,517.9,540.35,516.4,540.03,442251.0,182.7,188.48,182.31,187.34,1568062,107.28,109.22,106.73,109.05,4792760,173.39,179.81,173.2119,179.46,21999477,88.51,90.99,88.41,90.83,28634433,260.34,269.88,260.33,266.0,7943174,231.0,242.5925,230.55,241.42,14776106,48.19,49.52,48.14,49.46,10355039,34.7,35.34,34.56,35.2,18528478,113.85,116.82,113.47,116.36,934497.0,264.47,270.0,263.97,269.71,86705860,41.81,42.49,40.72,41.85,14936813,105.09,108.41,104.51,108.3,796295,224.95,229.34,224.07,228.83,1944677.0
2018-02-15,135.56,136.93,133.045,136.26,2402300.0,189.25,189.56,184.431,187.35,11539598,546.7,547.71,531.17,540.61,417416.0,188.09,191.71,186.57,191.54,1453787,112.31,113.43,110.05,113.14,6711872,180.5,180.5,176.84,179.96,16599521,91.21,92.72,90.62,92.72,22219675,270.03,280.5,267.63,280.31,8138495,244.785,248.37,241.52,246.5,14361577,49.7,50.685,49.43,50.65,11547198,35.37,35.73,35.08,35.73,16503811,116.24,116.55,114.81,116.22,979830.0,271.59,273.01,268.77,273.0,72021939,42.3,45.04,42.22,44.29,18232908,109.03,109.94,107.02,109.56,1040432,229.27,230.0,221.74,226.05,3311777.0
2018-02-16,135.86,141.05,135.8,140.03,2244781.0,186.75,188.27,183.54,183.68,11686257,539.35,548.48,537.83,540.77,331125.0,191.45,194.62,191.04,191.56,1416231,112.84,114.15,112.67,112.84,3472902,178.99,179.88,176.3,177.37,15694462,92.54,93.5,91.81,91.93,24570768,278.85,281.96,275.69,278.52,6256324,245.68,250.0,243.47,243.84,12728694,50.55,51.14,50.49,50.73,9390878,35.76,36.66,35.68,36.27,21413112,115.86,117.23,115.37,116.18,718501.0,272.31,275.32,272.27,273.09,76314679,44.03,45.19,43.54,44.106,9217843,108.9,111.31,108.17,110.47,1009630,225.67,230.55,225.67,229.37,2347127.0
2018-02-20,139.16,140.7,138.67,139.23,1447970.0,183.67,188.83,183.0,187.15,11486516,541.0,546.43,537.25,542.44,326245.0,189.87,191.48,187.63,188.12,1476757,112.45,115.26,112.282,114.35,3342356,175.89,177.95,175.11,176.01,15944334,91.4,93.06,91.01,92.72,19085204,277.74,285.812,276.25,278.54,5695590,244.88,251.87,242.2,249.07,13321680,50.2,50.31,49.655,49.88,11537561,36.02,36.4927,35.88,36.005,17657604,115.35,116.12,114.745,115.41,664233.0,272.03,273.67,264.84,271.43,54829423,44.56,46.44,44.36,44.93,12690541,109.77,110.97,108.74,109.93,1506565,227.91,228.75,225.61,226.63,1926419.0
2018-02-21,139.43,140.25,137.34,137.47,1991070.0,189.37,193.17,188.5,188.53,15782287,542.6,556.06,542.42,543.61,309789.0,188.53,189.14,185.69,185.74,975568,114.77,115.67,114.17,114.45,3848310,176.92,181.27,176.4,177.92,17993471,93.01,93.3595,91.5,91.5,21570589,282.0,286.64,280.01,280.91,6685154,251.72,251.9675,241.36,241.51,16505012,49.87,50.34,49.43,49.45,8848741,35.97,36.59,35.73,35.77,18493044,115.48,117.73,115.32,115.61,726346.0,271.9,274.72,269.98,270.0,67813909,45.85,45.9,44.01,44.09,10114600,110.27,113.25,109.78,109.94,1269152,226.15,229.35,225.11,225.14,2023354.0
2018-02-22,137.96,140.48,137.23,139.01,1665813.0,190.2,190.74,187.77,188.72,8864671,547.96,552.17,537.49,539.64,359479.0,186.35,188.33,185.66,186.64,778614,114.74,115.0,112.481,112.95,3417365,178.85,180.21,177.41,178.99,13998579,92.07,92.73,91.36,91.74,17551114,283.9,284.5,274.45,278.14,6353513,242.99,245.63,239.5,242.15,10005753,49.59,50.055,49.405,49.59,7721880,35.87,36.15,35.61,35.76,17872086,116.27,117.095,115.59,115.87,611661.0,271.09,273.05,269.64,270.32,65771832,44.37,45.0,44.01,44.9,6118801,110.92,111.96,110.21,110.39,790007,226.3,229.84,225.08,227.09,1989778.0
2018-02-23,139.6,141.87,138.87,141.87,1257781.0,190.18,193.405,189.95,193.3,13046520,543.76,549.91,540.65,549.74,222937.0,187.83,189.85,185.91,189.795,885593,113.63,114.96,112.74,114.94,3012292,179.99,183.39,179.51,183.2911,14952390,92.75,94.07,92.36,94.07,19685183,281.0,286.0,277.81,285.93,5550673,244.57,245.93,242.5201,245.93,7889749,49.79,50.57,49.62,50.51,6846230,35.93,36.3,35.83,36.28,12913001,116.68,117.6,115.88,117.48,510347.0,271.81,274.7,271.25,274.69,54742759,45.02,45.46,44.22,44.86,6629858,110.86,112.32,110.42,112.3,978670,227.9,230.32,225.905,230.23,1417735.0
2018-02-26,142.14,142.95,142.08,142.75,1693084.0,194.46,195.15,190.65,194.135,14264166,553.15,564.22,550.69,563.79,357623.0,190.1,193.095,189.93,192.87,1099710,116.11,116.8,115.365,116.64,4110353,184.58,185.66,183.2228,184.92,13894988,94.38,95.45,94.25,95.43,22163789,288.75,295.6475,287.01,294.2,7786666,247.83,247.98,244.06,246.5,8580747,50.59,51.26,50.5,51.18,7921679,36.29,37.21,36.21,37.1,17552532,117.55,117.75,116.24,117.54,754131.0,275.93,278.01,275.26,277.89,52845664,45.5,46.85,45.25,46.56,12248865,112.44,114.19,111.74,114.15,737123,231.64,234.51,229.7,234.02,1938584.0
2018-02-27,142.72,142.99,135.81,140.61,3428626.0,192.59,193.5667,187.21,188.3,17661562,563.97,565.49,552.76,552.79,280741.0,193.45,195.52,190.11,190.11,1513897,117.3,117.61,115.76,116.41,3658221,184.45,184.7,181.46,181.46,12386906,95.74,95.84,94.21,94.21,20722143,294.77,297.36,290.59,290.59,6787725,245.3,248.91,245.13,246.06,7953948,51.07,51.4,50.535,50.77,11798566,37.07,37.235,36.74,36.77,18010077,117.75,117.88,115.27,115.27,806694.0,278.11,278.92,274.36,274.38,69466207,46.56,47.11,45.41,45.94,15911504,114.17,115.39,112.33,112.39,783202,234.4,235.89,232.44,232.44,1952954.0
2018-02-28,141.31,141.62,139.31,139.33,2453885.0,187.25,188.24,185.0,185.73,13899746,554.74,566.4014,548.83,549.29,388515.0,191.6,193.76,190.89,190.9,1228694,117.0,118.15,116.22,116.29,5965587,182.32,182.88,178.14,178.31,13774539,94.8,95.705,93.63,93.77,20457129,293.1,295.75,290.78,291.4,5544048,246.73,248.1,241.53,242.01,8991047,51.06,51.5,50.67,50.68,10441985,37.03,37.28,36.31,36.32,19379490,113.64,114.72,112.29,112.4,2025701.0,275.68,276.19,271.31,271.33,80872510,45.9,48.0,45.55,46.03,20576033,113.35,114.62,111.88,111.9,883139,234.42,234.75,226.09,226.14,2340034.0
2018-03-01,139.0,139.62,134.91,135.28,2412918.0,186.18,187.48,180.05,182.1,13480276,548.6,549.224,527.03,535.28,518183.0,191.31,192.99,187.32,189.04,1345339,120.91,122.47,118.05,119.39,12533920,179.0,180.12,174.41,175.93,18122473,93.94,94.57,91.84,92.84,29498871,292.75,295.25,283.83,290.24,8738411,241.91,244.09,228.1248,232.18,18632709,50.96,50.96,49.415,49.69,14169920,36.12,36.2693,35.195,35.6,24262761,111.95,113.13,110.3,111.07,1117721.0,271.41,273.17,266.0,267.73,131660848,46.0,46.25,44.29,45.9901,15877652,112.24,112.7,109.36,110.12,1099425,225.7,229.29,222.738,224.3,2328377.0
2018-03-02,134.63,134.75,132.02,133.98,2270608.0,178.01,180.23,175.45,179.76,15009762,530.22,539.81,527.09,536.9,412430.0,187.52,190.39,187.2162,189.33,1227812,118.65,122.33,117.64,121.905,8680988,173.29,177.11,172.99,176.61,15669572,91.58,93.15,90.86,93.04,25430376,284.65,301.18,283.23,301.03,10143551,227.86,236.8,221.85,236.54,16782864,49.33,50.4,49.155,50.32,11370553,35.55,36.07,35.4,35.94,16383799,110.23,110.89,109.59,110.26,884577.0,265.8,269.72,264.82,269.13,94402748,45.34,46.12,45.01,46.02,10123057,109.56,110.55,108.16,110.34,966970,223.21,225.82,222.59,225.08,1738757.0
2018-03-05,133.27,137.24,133.27,136.77,1823182.0,179.41,181.95,177.07,181.68,11585859,534.98,546.08,531.4162,545.26,223507.0,188.29,191.98,187.5,191.48,1367488,120.0,122.94,119.66,122.48,7815028,176.11,181.1475,175.89,180.41,12986798,92.44,94.27,92.26,93.64,18284476,302.8,316.91,297.6,315.0,14187061,234.51,237.25,229.521,235.6399,12276048,49.9,51.475,49.85,51.265,13679282,35.82,36.28,35.77,36.135,15122306,109.5,113.085,109.5,112.76,1306947.0,267.73,272.89,267.61,272.21,65507643,45.46,50.5,45.44,50.425,28558947,109.69,112.1,109.35,111.84,735595,223.37,229.36,222.79,228.43,1743404.0
2018-03-06,136.73,140.43,136.21,138.88,2338758.0,185.19,188.01,184.82,187.356,13845735,546.2,549.0,540.14,548.61,217391.0,192.14,192.25,190.0699,191.47,1224594,122.81,124.69,122.75,124.48,5961495,181.72,182.38,179.11,179.77,11835193,94.34,94.49,92.941,93.32,17463097,319.88,325.79,316.5,325.22,14580740,239.1,242.94,237.36,242.16,12029198,51.56,51.79,51.22,51.53,11151374,36.24,36.24,35.75,35.88,14398757,113.09,116.14,112.7,115.03,1200041.0,273.27,273.39,271.18,272.89,51979296,49.55,51.0,47.81,49.61,18588671,112.19,113.55,111.5,113.36,637863,230.1,230.1,223.89,226.2,1744183.0
2018-03-07,137.99,140.84,137.63,140.03,1535544.0,184.37,189.07,184.32,189.03,10978634,540.42,548.515,538.33,547.59,200452.0,189.21,189.75,184.78,187.4099,3317297,123.38,125.77,123.1789,125.32,4817663,178.74,183.82,178.07,183.72,15233869,93.13,93.9406,92.43,93.86,20628659,320.0,323.74,314.55,321.15,13264674,238.0,243.95,237.95,241.84,11384793,51.06,51.81,51.03,51.725,8530428,35.6,36.08,35.55,35.94,15009289,113.78,115.32,113.7,115.02,978397.0,270.44,273.18,270.2,272.8,64159156,48.7,51.89,48.55,50.71,16896267,111.82,113.59,111.03,113.1,732715,224.35,227.815,223.75,227.37,2035621.0
2018-03-08,140.51,142.87,140.11,142.73,1785756.0,189.05,190.23,186.5699,187.86,9786328,548.87,554.37,547.02,553.54,335150.0,186.19,186.32,183.08,185.69,4486783,125.76,127.29,125.7,126.36,4738450,183.5,184.4,181.45,182.34,12530454,94.27,95.1,93.765,94.43,20278411,322.2,322.9176,314.13,316.99,8746416,242.95,242.95,239.3907,241.17,7616270,51.94,52.16,51.465,52.13,10841199,35.99,36.5,35.93,36.49,16222386,115.41,115.64,114.84,115.42,701011.0,273.54,274.24,272.42,274.08,48124689,50.72,52.97,50.7,52.24,15642927,113.53,114.49,112.195,114.17,562646,227.93,227.99,223.92,224.69,2596753.0
2018-03-09,142.67,144.325,142.53,143.56,1572021.0,189.61,190.7,188.01,190.54,11379080,558.0,578.65,558.0,577.31,466626.0,186.47,188.64,184.22,188.64,2280393,127.19,127.5,126.25,127.38,4457869,183.96,185.51,183.21,185.21,14150925,95.25,96.54,95.0,96.54,30019964,321.11,331.44,320.23,331.4099,10903491,242.82,245.85,242.4501,245.33,9829747,52.35,53.0,52.2,52.98,13284028,36.61,36.92,36.53,36.78,14401670,116.21,117.74,115.95,117.64,1075348.0,275.7,278.85,275.34,278.82,61988372,52.7,53.22,52.15,52.49,10534091,114.97,117.78,114.86,117.61,620417,226.11,226.52,222.5,225.43,3711564.0
2018-03-12,143.31,145.7,143.31,145.09,1844793.0,192.3,194.4,190.9,192.8,12473908,578.34,578.8,569.0,572.23,209116.0,188.36,190.099,187.55,189.37,1797771,127.87,128.2,126.78,126.78,3762178,185.34,186.1,184.22,184.76,11453503,96.57,97.21,96.04,96.76,18323377,333.72,333.98,318.6,321.3,14515516,247.12,253.0,246.74,249.76,11753213,52.98,53.44,52.665,52.91,11568065,36.92,37.0,36.5,36.59,13154890,117.65,118.62,115.6,116.46,881749.0,279.2,279.91,278.0801,278.5,44169227,52.62,53.79,52.1,53.195,11240206,117.6,119.0,116.94,117.1,666763,226.21,227.0,222.77,222.82,2244478.0
2018-03-13,145.32,150.12,145.32,146.26,1411118.0,193.88,194.25,187.39,188.39,12018540,577.26,578.5599,562.18,564.3,290203.0,190.11,190.12,186.8,187.47,1168052,127.74,128.11,125.727,126.7,3370804,185.6,185.99,181.11,181.88,14612067,97.04,97.24,93.97,94.42,28445957,323.81,325.8409,313.278,315.87,9907499,251.49,254.5,246.04,247.71,12350096,53.24,53.48,52.34,52.58,11118276,36.8,36.96,36.43,36.76,18892180,117.2,117.83,115.48,116.09,920641.0,279.87,280.41,276.03,276.69,59188186,53.31,53.6472,50.76,51.83,12295766,117.25,119.07,116.61,116.97,924735,223.53,228.06,223.16,226.87,2387955.0
2018-03-14,146.5,147.32,145.59,146.53,1499833.0,190.29,193.63,190.22,192.58,14665026,566.66,566.66,557.56,559.23,191735.0,188.78,189.01,183.5,184.63,2117877,127.05,128.87,126.51,127.97,3374066,182.52,184.25,181.85,184.24,13250874,95.12,95.41,93.5,93.85,23749059,318.16,323.88,317.7,321.549,7902331,249.41,250.55,246.22,248.74,8510557,52.88,53.15,52.18,52.33,9298625,36.84,36.99,36.18,36.35,14635470,116.48,116.75,114.68,115.04,732604.0,277.81,278.02,274.67,275.27,67660149,53.2,54.84,53.2,54.5999,19666550,117.07,117.325,114.87,115.52,1002829,227.13,229.39,225.02,225.51,2073585.0
2018-03-15,146.98,147.425,145.91,146.64,1534454.0,198.44,201.5,196.52,199.1,26425986,560.25,563.63,555.85,558.23,183865.0,184.82,186.57,184.16,185.52,1122121,128.0,128.46,126.67,127.23,3346394,183.22,184.0,182.19,183.86,12339528,93.53,94.58,92.83,94.18,21839469,323.17,323.4,318.14,321.11,3871792,249.63,252.62,247.64,249.35,7839279,52.22,52.665,52.11,52.38,9878521,36.35,36.81,36.35,36.58,12728604,115.21,115.84,113.965,114.3,860591.0,275.88,276.61,274.43,275.01,51163040,55.1,55.54,54.09,54.84,11828623,115.73,116.0,114.69,115.42,725759,225.83,230.76,225.66,229.49,2294249.0
