,ACN,,PPG,,AMT,,NEE
Date,Close,Date,Close,Date,Close,Date,Close
8/8/2017 16:00,129.13,8/8/2017 16:00,103.4,8/8/2017 16:00,136.63,8/8/2017 16:00,147.35
8/9/2017 16:00,129.62,8/9/2017 16:00,103.37,8/9/2017 16:00,137.85,8/9/2017 16:00,147.24
8/10/2017 16:00,128.24,8/10/2017 16:00,101.33,8/10/2017 16:00,136.83,8/10/2017 16:00,147.72
8/11/2017 16:00,128.2,8/11/2017 16:00,100.73,8/11/2017 16:00,136.68,8/11/2017 16:00,147.18
8/14/2017 16:00,129.69,8/14/2017 16:00,102.56,8/14/2017 16:00,139.97,8/14/2017 16:00,148.06
8/15/2017 16:00,129.38,8/15/2017 16:00,102.94,8/15/2017 16:00,139.69,8/15/2017 16:00,149.05
8/16/2017 16:00,130.03,8/16/2017 16:00,103.74,8/16/2017 16:00,141.09,8/16/2017 16:00,149.98
8/17/2017 16:00,127.59,8/17/2017 16:00,102.68,8/17/2017 16:00,139.65,8/17/2017 16:00,148.61
8/18/2017 16:00,127.44,8/18/2017 16:00,102.08,8/18/2017 16:00,140,8/18/2017 16:00,149.93
8/21/2017 16:00,128.17,8/21/2017 16:00,102.39,8/21/2017 16:00,141.28,8/21/2017 16:00,150.45
8/22/2017 16:00,129.31,8/22/2017 16:00,104.54,8/22/2017 16:00,142.09,8/22/2017 16:00,150.84
8/23/2017 16:00,128.36,8/23/2017 16:00,103.63,8/23/2017 16:00,142.84,8/23/2017 16:00,149.64
8/24/2017 16:00,128.67,8/24/2017 16:00,103.71,8/24/2017 16:00,143.8,8/24/2017 16:00,149.31
8/25/2017 16:00,129.39,8/25/2017 16:00,103.72,8/25/2017 16:00,144.24,8/25/2017 16:00,150.1
8/28/2017 16:00,129.24,8/28/2017 16:00,104.15,8/28/2017 16:00,145.78,8/28/2017 16:00,150.88
8/29/2017 16:00,129.66,8/29/2017 16:00,103.86,8/29/2017 16:00,145.89,8/29/2017 16:00,150.72
8/30/2017 16:00,129.79,8/30/2017 16:00,103.81,8/30/2017 16:00,147.52,8/30/2017 16:00,150.62
8/31/2017 16:00,130.76,8/31/2017 16:00,104.32,8/31/2017 16:00,148.05,8/31/2017 16:00,150.51
9/1/2017 16:00,130.1,9/1/2017 16:00,104.59,9/1/2017 16:00,145.77,9/1/2017 16:00,150.16
9/5/2017 16:00,129.77,9/5/2017 16:00,103.44,9/5/2017 16:00,146.94,9/5/2017 16:00,150.26
9/6/2017 16:00,131.12,9/6/2017 16:00,104.2,9/6/2017 16:00,146.07,9/6/2017 16:00,148.25
9/7/2017 16:00,134.24,9/7/2017 16:00,104.01,9/7/2017 16:00,146.99,9/7/2017 16:00,149.49
9/8/2017 16:00,133.72,9/8/2017 16:00,103.59,9/8/2017 16:00,144.99,9/8/2017 16:00,148.26
9/11/2017 16:00,136.23,9/11/2017 16:00,105.9,9/11/2017 16:00,146.18,9/11/2017 16:00,151.4
9/12/2017 16:00,136.22,9/12/2017 16:00,106.69,9/12/2017 16:00,144.83,9/12/2017 16:00,149.13
9/13/2017 16:00,134.78,9/13/2017 16:00,105.06,9/13/2017 16:00,143.7,9/13/2017 16:00,148.18
9/14/2017 16:00,134.86,9/14/2017 16:00,106.48,9/14/2017 16:00,142.85,9/14/2017 16:00,149.55
9/15/2017 16:00,135.35,9/15/2017 16:00,106.3,9/15/2017 16:00,145.01,9/15/2017 16:00,150.09
9/18/2017 16:00,136.94,9/18/2017 16:00,106.8,9/18/2017 16:00,144.77,9/18/2017 16:00,148.3
9/19/2017 16:00,136.71,9/19/2017 16:00,108.34,9/19/2017 16:00,140.98,9/19/2017 16:00,147.92
9/20/2017 16:00,138.01,9/20/2017 16:00,108.81,9/20/2017 16:00,140.4,9/20/2017 16:00,146.74
9/21/2017 16:00,136.66,9/21/2017 16:00,108.99,9/21/2017 16:00,139.4,9/21/2017 16:00,146.78
9/22/2017 16:00,137.9,9/22/2017 16:00,108.76,9/22/2017 16:00,137.78,9/22/2017 16:00,146.36
9/25/2017 16:00,138.16,9/25/2017 16:00,109.16,9/25/2017 16:00,137.39,9/25/2017 16:00,146.82
9/26/2017 16:00,136.84,9/26/2017 16:00,108.51,9/26/2017 16:00,136.42,9/26/2017 16:00,147.7
9/27/2017 16:00,136.64,9/27/2017 16:00,107.99,9/27/2017 16:00,134.74,9/27/2017 16:00,146.25
9/28/2017 16:00,136.32,9/28/2017 16:00,108.85,9/28/2017 16:00,136.1,9/28/2017 16:00,146.99
9/29/2017 16:00,135.07,9/29/2017 16:00,108.66,9/29/2017 16:00,136.68,9/29/2017 16:00,146.55
10/2/2017 16:00,135.44,10/2/2017 16:00,111,10/2/2017 16:00,135.86,10/2/2017 16:00,146.74
10/3/2017 16:00,134.25,10/3/2017 16:00,111.99,10/3/2017 16:00,136.66,10/3/2017 16:00,146.89
10/4/2017 16:00,135.16,10/4/2017 16:00,112.26,10/4/2017 16:00,138.84,10/4/2017 16:00,148.57
10/5/2017 16:00,136.22,10/5/2017 16:00,113.03,10/5/2017 16:00,139.25,10/5/2017 16:00,147.76
10/6/2017 16:00,136.25,10/6/2017 16:00,113.28,10/6/2017 16:00,139.11,10/6/2017 16:00,147.47
10/9/2017 16:00,136.99,10/9/2017 16:00,112.64,10/9/2017 16:00,137.94,10/9/2017 16:00,147.9
10/10/2017 16:00,137.52,10/10/2017 16:00,112.38,10/10/2017 16:00,137.09,10/10/2017 16:00,149.03
10/11/2017 16:00,136.91,10/11/2017 16:00,112.41,10/11/2017 16:00,137.93,10/11/2017 16:00,149.87
10/12/2017 16:00,139.2,10/12/2017 16:00,113.4,10/12/2017 16:00,140.03,10/12/2017 16:00,150.7
10/13/2017 16:00,139.2,10/13/2017 16:00,113.5,10/13/2017 16:00,139.97,10/13/2017 16:00,150.55
10/16/2017 16:00,139.09,10/16/2017 16:00,113.17,10/16/2017 16:00,139.59,10/16/2017 16:00,151.52
10/17/2017 16:00,138.65,10/17/2017 16:00,112.96,10/17/2017 16:00,139.13,10/17/2017 16:00,152.67
10/18/2017 16:00,137.42,10/18/2017 16:00,112.88,10/18/2017 16:00,137.48,10/18/2017 16:00,152.54
10/19/2017 16:00,138.62,10/19/2017 16:00,114.31,10/19/2017 16:00,138.39,10/19/2017 16:00,153.87
10/20/2017 16:00,139.49,10/20/2017 16:00,117.76,10/20/2017 16:00,139.07,10/20/2017 16:00,154.16
10/23/2017 16:00,139.33,10/23/2017 16:00,116.89,10/23/2017 16:00,138.75,10/23/2017 16:00,154.38
10/24/2017 16:00,138.91,10/24/2017 16:00,117.44,10/24/2017 16:00,138.03,10/24/2017 16:00,154.22
10/25/2017 16:00,141.16,10/25/2017 16:00,117.72,10/25/2017 16:00,137.33,10/25/2017 16:00,153.86
10/26/2017 16:00,141.97,10/26/2017 16:00,118.67,10/26/2017 16:00,138.45,10/26/2017 16:00,153.39
10/27/2017 16:00,143.28,10/27/2017 16:00,117.93,10/27/2017 16:00,139.03,10/27/2017 16:00,155.84
10/30/2017 16:00,143.29,10/30/2017 16:00,116.16,10/30/2017 16:00,142.87,10/30/2017 16:00,155.36
10/31/2017 16:00,142.36,10/31/2017 16:00,116.24,10/31/2017 16:00,143.67,10/31/2017 16:00,155.07
11/1/2017 16:00,142.96,11/1/2017 16:00,115.92,11/1/2017 16:00,140.81,11/1/2017 16:00,153.38
11/2/2017 16:00,143.43,11/2/2017 16:00,116.16,11/2/2017 16:00,142.44,11/2/2017 16:00,149.86
11/3/2017 16:00,144.04,11/3/2017 16:00,116.53,11/3/2017 16:00,142.1,11/3/2017 16:00,152.65
11/6/2017 16:00,143.93,11/6/2017 16:00,116.34,11/6/2017 16:00,150.16,11/6/2017 16:00,151.86
11/7/2017 16:00,143.5,11/7/2017 16:00,116.34,11/7/2017 16:00,150.66,11/7/2017 16:00,155.49
11/8/2017 16:00,144.89,11/8/2017 16:00,116.12,11/8/2017 16:00,152.72,11/8/2017 16:00,154.92
11/9/2017 16:00,143.83,11/9/2017 16:00,115.13,11/9/2017 16:00,151.82,11/9/2017 16:00,155.25
11/10/2017 16:00,143.89,11/10/2017 16:00,114.67,11/10/2017 16:00,150.54,11/10/2017 16:00,155.16
11/13/2017 16:00,143.92,11/13/2017 16:00,114.55,11/13/2017 16:00,150.04,11/13/2017 16:00,156.78
11/14/2017 16:00,144.96,11/14/2017 16:00,114.35,11/14/2017 16:00,149.49,11/14/2017 16:00,158.4
11/15/2017 16:00,144.26,11/15/2017 16:00,113.39,11/15/2017 16:00,148.93,11/15/2017 16:00,157.36
11/16/2017 16:00,147.04,11/16/2017 16:00,114.01,11/16/2017 16:00,148.4,11/16/2017 16:00,157.29
11/17/2017 16:00,145.45,11/17/2017 16:00,113.83,11/17/2017 16:00,145.87,11/17/2017 16:00,156.04
11/20/2017 16:00,146.57,11/20/2017 16:00,114.88,11/20/2017 16:00,146.22,11/20/2017 16:00,155.92
11/21/2017 16:00,148.01,11/21/2017 16:00,115.34,11/21/2017 16:00,146.59,11/21/2017 16:00,156.21
11/22/2017 16:00,147.11,11/22/2017 16:00,115.27,11/22/2017 16:00,145.31,11/22/2017 16:00,155.18
11/24/2017 13:00,147.63,11/24/2017 13:00,116.1,11/24/2017 13:00,147.3,11/24/2017 13:00,156.03
11/27/2017 16:00,147.5,11/27/2017 16:00,115.85,11/27/2017 16:00,148.23,11/27/2017 16:00,157
11/28/2017 16:00,148.04,11/28/2017 16:00,117.34,11/28/2017 16:00,148.64,11/28/2017 16:00,157.79
11/29/2017 16:00,146.95,11/29/2017 16:00,117.01,11/29/2017 16:00,146.3,11/29/2017 16:00,157.77
11/30/2017 16:00,148.01,11/30/2017 16:00,116.85,11/30/2017 16:00,143.93,11/30/2017 16:00,158.04
12/1/2017 16:00,146.57,12/1/2017 16:00,115.93,12/1/2017 16:00,143.61,12/1/2017 16:00,157.47
12/4/2017 16:00,147.15,12/4/2017 16:00,117.56,12/4/2017 16:00,138.97,12/4/2017 16:00,155.97
12/5/2017 16:00,147.67,12/5/2017 16:00,116.75,12/5/2017 16:00,140.76,12/5/2017 16:00,155.64
12/6/2017 16:00,148.27,12/6/2017 16:00,116.19,12/6/2017 16:00,141.8,12/6/2017 16:00,157.78
12/7/2017 16:00,148.6,12/7/2017 16:00,116.11,12/7/2017 16:00,144.11,12/7/2017 16:00,158.18
12/8/2017 16:00,150.53,12/8/2017 16:00,115.92,12/8/2017 16:00,142.47,12/8/2017 16:00,159.03
12/11/2017 16:00,150.69,12/11/2017 16:00,115.68,12/11/2017 16:00,144.05,12/11/2017 16:00,159.25
12/12/2017 16:00,152.1,12/12/2017 16:00,115.89,12/12/2017 16:00,143.51,12/12/2017 16:00,157.07
12/13/2017 16:00,151.42,12/13/2017 16:00,116.25,12/13/2017 16:00,143.73,12/13/2017 16:00,156.47
12/14/2017 16:00,151.21,12/14/2017 16:00,113.82,12/14/2017 16:00,143.64,12/14/2017 16:00,157.98
12/15/2017 16:00,152.66,12/15/2017 16:00,115.09,12/15/2017 16:00,142.76,12/15/2017 16:00,158.43
12/18/2017 16:00,151.72,12/18/2017 16:00,116.13,12/18/2017 16:00,142.84,12/18/2017 16:00,156.35
12/19/2017 16:00,152.22,12/19/2017 16:00,116.31,12/19/2017 16:00,141.86,12/19/2017 16:00,154.1
12/20/2017 16:00,151.75,12/20/2017 16:00,116.16,12/20/2017 16:00,140.19,12/20/2017 16:00,153.64
12/21/2017 16:00,154.2,12/21/2017 16:00,116.18,12/21/2017 16:00,139.61,12/21/2017 16:00,154.48
12/22/2017 16:00,153.89,12/22/2017 16:00,116.19,12/22/2017 16:00,140.66,12/22/2017 16:00,154.54
12/26/2017 16:00,152.99,12/26/2017 16:00,116.28,12/26/2017 16:00,140.91,12/26/2017 16:00,154
12/27/2017 16:00,153.32,12/27/2017 16:00,116.49,12/27/2017 16:00,141.56,12/27/2017 16:00,155.29
12/28/2017 16:00,153.57,12/28/2017 16:00,117.17,12/28/2017 16:00,142.91,12/28/2017 16:00,156.35
12/29/2017 16:00,153.09,12/29/2017 16:00,116.82,12/29/2017 16:00,142.67,12/29/2017 16:00,156.19
1/2/2018 16:00,153.84,1/2/2018 16:00,118,1/2/2018 16:00,141.13,1/2/2018 16:00,155.09
1/3/2018 16:00,154.55,1/3/2018 16:00,118.19,1/3/2018 16:00,141.68,1/3/2018 16:00,151.8
1/4/2018 16:00,156.38,1/4/2018 16:00,117.47,1/4/2018 16:00,139.61,1/4/2018 16:00,151.02
1/5/2018 16:00,157.67,1/5/2018 16:00,118.92,1/5/2018 16:00,140.51,1/5/2018 16:00,151.71
1/8/2018 16:00,158.93,1/8/2018 16:00,118.72,1/8/2018 16:00,142.01,1/8/2018 16:00,152.96
1/9/2018 16:00,159.46,1/9/2018 16:00,118.22,1/9/2018 16:00,141.05,1/9/2018 16:00,151.84
1/10/2018 16:00,158.9,1/10/2018 16:00,116.61,1/10/2018 16:00,137.61,1/10/2018 16:00,150.59
1/11/2018 16:00,159.11,1/11/2018 16:00,117.57,1/11/2018 16:00,134.97,1/11/2018 16:00,150.5
1/12/2018 16:00,160.11,1/12/2018 16:00,118.17,1/12/2018 16:00,133,1/12/2018 16:00,150.32
1/16/2018 16:00,157.96,1/16/2018 16:00,116.64,1/16/2018 16:00,135.63,1/16/2018 16:00,150.54
1/17/2018 16:00,160.21,1/17/2018 16:00,114.5,1/17/2018 16:00,136.64,1/17/2018 16:00,151.88
1/18/2018 16:00,160.94,1/18/2018 16:00,118.41,1/18/2018 16:00,135.19,1/18/2018 16:00,150.78
1/19/2018 16:00,161.75,1/19/2018 16:00,118.44,1/19/2018 16:00,137.62,1/19/2018 16:00,150.16
1/22/2018 16:00,161.43,1/22/2018 16:00,116.78,1/22/2018 16:00,139.24,1/22/2018 16:00,150.02
1/23/2018 16:00,160.88,1/23/2018 16:00,117.25,1/23/2018 16:00,141.2,1/23/2018 16:00,152.72
1/24/2018 16:00,160.6,1/24/2018 16:00,118.94,1/24/2018 16:00,141.76,1/24/2018 16:00,150.85
1/25/2018 16:00,160.79,1/25/2018 16:00,120.21,1/25/2018 16:00,142.96,1/25/2018 16:00,153.09
1/26/2018 16:00,162.55,1/26/2018 16:00,121.47,1/26/2018 16:00,145.13,1/26/2018 16:00,157.69
1/29/2018 16:00,161.19,1/29/2018 16:00,119.57,1/29/2018 16:00,144.33,1/29/2018 16:00,155.68
1/30/2018 16:00,159.7,1/30/2018 16:00,118.35,1/30/2018 16:00,145.15,1/30/2018 16:00,155.1
1/31/2018 16:00,160.7,1/31/2018 16:00,118.73,1/31/2018 16:00,147.7,1/31/2018 16:00,158.42
2/1/2018 16:00,160.46,2/1/2018 16:00,117.62,2/1/2018 16:00,147.06,2/1/2018 16:00,156.34
2/2/2018 16:00,156.9,2/2/2018 16:00,115.61,2/2/2018 16:00,145.22,2/2/2018 16:00,155.92
2/5/2018 16:00,151.83,2/5/2018 16:00,111.98,2/5/2018 16:00,142.04,2/5/2018 16:00,154.29
2/6/2018 16:00,154.69,2/6/2018 16:00,113.96,2/6/2018 16:00,140.17,2/6/2018 16:00,149.56
2/7/2018 16:00,155.15,2/7/2018 16:00,114.13,2/7/2018 16:00,140,2/7/2018 16:00,148.09
2/8/2018 16:00,150.51,2/8/2018 16:00,110.3,2/8/2018 16:00,133.57,2/8/2018 16:00,145.29
2/9/2018 16:00,153.84,2/9/2018 16:00,112.37,2/9/2018 16:00,136.05,2/9/2018 16:00,148.1
2/12/2018 16:00,154.95,2/12/2018 16:00,113.98,2/12/2018 16:00,136.23,2/12/2018 16:00,150
2/13/2018 16:00,156.84,2/13/2018 16:00,114.56,2/13/2018 16:00,136.31,2/13/2018 16:00,151.07
2/14/2018 16:00,159.79,2/14/2018 16:00,116.32,2/14/2018 16:00,135.48,2/14/2018 16:00,150.08
2/15/2018 16:00,161.06,2/15/2018 16:00,116.19,2/15/2018 16:00,136.22,2/15/2018 16:00,154.43
2/16/2018 16:00,162.66,2/16/2018 16:00,116.16,2/16/2018 16:00,140.02,2/16/2018 16:00,156.05
2/20/2018 16:00,161.44,2/20/2018 16:00,115.4,2/20/2018 16:00,139.24,2/20/2018 16:00,153.81
2/21/2018 16:00,160.46,2/21/2018 16:00,115.62,2/21/2018 16:00,137.44,2/21/2018 16:00,151.76
2/22/2018 16:00,160.32,2/22/2018 16:00,115.86,2/22/2018 16:00,138.98,2/22/2018 16:00,152.31
2/23/2018 16:00,162.95,2/23/2018 16:00,117.46,2/23/2018 16:00,141.87,2/23/2018 16:00,156.26
2/26/2018 16:00,164.74,2/26/2018 16:00,117.53,2/26/2018 16:00,142.74,2/26/2018 16:00,154.65
2/27/2018 16:00,162.55,2/27/2018 16:00,115.31,2/27/2018 16:00,140.7,2/27/2018 16:00,151.68
2/28/2018 16:00,161.01,2/28/2018 16:00,112.44,2/28/2018 16:00,139.33,2/28/2018 16:00,152.15
3/1/2018 16:00,156.15,3/1/2018 16:00,111.11,3/1/2018 16:00,135.37,3/1/2018 16:00,153.23
3/2/2018 16:00,157.5,3/2/2018 16:00,110.25,3/2/2018 16:00,134,3/2/2018 16:00,152.85
3/5/2018 16:00,158.85,3/5/2018 16:00,112.76,3/5/2018 16:00,136.81,3/5/2018 16:00,155.02
3/6/2018 16:00,158.03,3/6/2018 16:00,115.07,3/6/2018 16:00,138.88,3/6/2018 16:00,153.26
3/7/2018 16:00,158.55,3/7/2018 16:00,115.02,3/7/2018 16:00,140,3/7/2018 16:00,153.05
3/8/2018 16:00,158.5,3/8/2018 16:00,115.4,3/8/2018 16:00,142.74,3/8/2018 16:00,154.31
3/9/2018 16:00,161.51,3/9/2018 16:00,117.65,3/9/2018 16:00,143.58,3/9/2018 16:00,154.81
3/12/2018 16:00,161.69,3/12/2018 16:00,116.46,3/12/2018 16:00,145.08,3/12/2018 16:00,154.39
3/13/2018 16:00,162.49,3/13/2018 16:00,116.07,3/13/2018 16:00,146.25,3/13/2018 16:00,154.67
3/14/2018 16:00,161,3/14/2018 16:00,115.04,3/14/2018 16:00,146.46,3/14/2018 16:00,158.01
3/15/2018 16:00,162.86,3/15/2018 16:00,114.28,3/15/2018 16:00,146.65,3/15/2018 16:00,158.14
3/16/2018 16:00,160.89,3/16/2018 16:00,114.93,3/16/2018 16:00,146.55,3/16/2018 16:00,161.04
3/19/2018 16:00,160.62,3/19/2018 16:00,113.22,3/19/2018 16:00,145.12,3/19/2018 16:00,159.93
3/20/2018 16:00,162.88,3/20/2018 16:00,113.85,3/20/2018 16:00,146.31,3/20/2018 16:00,160.42
3/21/2018 16:00,162.03,3/21/2018 16:00,113.95,3/21/2018 16:00,142.33,3/21/2018 16:00,160.08
3/22/2018 16:00,150.23,3/22/2018 16:00,111.31,3/22/2018 16:00,143.01,3/22/2018 16:00,161.89
3/23/2018 16:00,147.35,3/23/2018 16:00,109.48,3/23/2018 16:00,142.27,3/23/2018 16:00,159.49
3/26/2018 16:00,152.85,3/26/2018 16:00,111.93,3/26/2018 16:00,145.21,3/26/2018 16:00,161.43
3/27/2018 16:00,148.86,3/27/2018 16:00,111.91,3/27/2018 16:00,144.46,3/27/2018 16:00,162.59
3/28/2018 16:00,147.41,3/28/2018 16:00,109.97,3/28/2018 16:00,144.3,3/28/2018 16:00,162.27
3/29/2018 16:00,153.5,3/29/2018 16:00,111.6,3/29/2018 16:00,145.34,3/29/2018 16:00,163.33
4/2/2018 16:00,147.98,4/2/2018 16:00,108.26,4/2/2018 16:00,143.83,4/2/2018 16:00,162.37
4/3/2018 16:00,148.79,4/3/2018 16:00,110.18,4/3/2018 16:00,141.42,4/3/2018 16:00,162
4/4/2018 16:00,149.97,4/4/2018 16:00,110.79,4/4/2018 16:00,143.05,4/4/2018 16:00,162.33
4/5/2018 16:00,151.57,4/5/2018 16:00,111.67,4/5/2018 16:00,144.08,4/5/2018 16:00,164
4/6/2018 16:00,147.38,4/6/2018 16:00,109.39,4/6/2018 16:00,142.16,4/6/2018 16:00,162.75
4/9/2018 16:00,148.25,4/9/2018 16:00,109.61,4/9/2018 16:00,143.19,4/9/2018 16:00,162.13
4/10/2018 16:00,152.05,4/10/2018 16:00,110.36,4/10/2018 16:00,137.4,4/10/2018 16:00,161.8
4/11/2018 16:00,148.4,4/11/2018 16:00,109.28,4/11/2018 16:00,139.92,4/11/2018 16:00,161.04
4/12/2018 16:00,150.09,4/12/2018 16:00,110.04,4/12/2018 16:00,138.38,4/12/2018 16:00,159.07
4/13/2018 16:00,150.13,4/13/2018 16:00,110,4/13/2018 16:00,138.9,4/13/2018 16:00,160.22
4/16/2018 16:00,151.42,4/16/2018 16:00,111.77,4/16/2018 16:00,138.52,4/16/2018 16:00,162.12
4/17/2018 16:00,154.24,4/17/2018 16:00,113.08,4/17/2018 16:00,141.02,4/17/2018 16:00,163.22
4/18/2018 16:00,155.52,4/18/2018 16:00,113.08,4/18/2018 16:00,139.81,4/18/2018 16:00,162.86
4/19/2018 16:00,154.59,4/19/2018 16:00,109.64,4/19/2018 16:00,137.42,4/19/2018 16:00,162.54
4/20/2018 16:00,152.41,4/20/2018 16:00,108.87,4/20/2018 16:00,136.62,4/20/2018 16:00,160.79
4/23/2018 16:00,153.04,4/23/2018 16:00,108.88,4/23/2018 16:00,138.2,4/23/2018 16:00,161.13
4/24/2018 16:00,151.07,4/24/2018 16:00,105.77,4/24/2018 16:00,136.96,4/24/2018 16:00,162.17
4/25/2018 16:00,150.09,4/25/2018 16:00,107.88,4/25/2018 16:00,135.73,4/25/2018 16:00,160.33
4/26/2018 16:00,152.29,4/26/2018 16:00,107.7,4/26/2018 16:00,136.84,4/26/2018 16:00,163.21
4/27/2018 16:00,152.39,4/27/2018 16:00,107.97,4/27/2018 16:00,135.24,4/27/2018 16:00,163.96
4/30/2018 16:00,151.2,4/30/2018 16:00,105.88,4/30/2018 16:00,136.36,4/30/2018 16:00,163.91
5/1/2018 16:00,151.92,5/1/2018 16:00,106.92,5/1/2018 16:00,135.1,5/1/2018 16:00,163.22
5/2/2018 16:00,150.71,5/2/2018 16:00,105.71,5/2/2018 16:00,136.47,5/2/2018 16:00,163.45
5/3/2018 16:00,151.73,5/3/2018 16:00,104.96,5/3/2018 16:00,137.58,5/3/2018 16:00,163.06
5/4/2018 16:00,153.44,5/4/2018 16:00,106.4,5/4/2018 16:00,138.85,5/4/2018 16:00,164.09
5/7/2018 16:00,152.3,5/7/2018 16:00,106.21,5/7/2018 16:00,138.14,5/7/2018 16:00,163.35
5/8/2018 16:00,151.94,5/8/2018 16:00,106.68,5/8/2018 16:00,137.01,5/8/2018 16:00,159.91
5/9/2018 16:00,154.62,5/9/2018 16:00,107.05,5/9/2018 16:00,137.95,5/9/2018 16:00,158.29
5/10/2018 16:00,156.54,5/10/2018 16:00,106.11,5/10/2018 16:00,139.89,5/10/2018 16:00,160.23
5/11/2018 16:00,157.08,5/11/2018 16:00,100.43,5/11/2018 16:00,138.86,5/11/2018 16:00,160.74
5/14/2018 16:00,155.57,5/14/2018 16:00,102.97,5/14/2018 16:00,138.29,5/14/2018 16:00,160.2
5/15/2018 16:00,154.07,5/15/2018 16:00,103.03,5/15/2018 16:00,136.7,5/15/2018 16:00,158.85
5/16/2018 16:00,154.08,5/16/2018 16:00,103.5,5/16/2018 16:00,136.47,5/16/2018 16:00,157.17
5/17/2018 16:00,154.93,5/17/2018 16:00,104.41,5/17/2018 16:00,136.85,5/17/2018 16:00,156.42
5/18/2018 16:00,155.31,5/18/2018 16:00,104.41,5/18/2018 16:00,137.05,5/18/2018 16:00,156.42
5/21/2018 16:00,156.94,5/21/2018 16:00,105.03,5/21/2018 16:00,137.38,5/21/2018 16:00,160.22
5/22/2018 16:00,155.33,5/22/2018 16:00,102.84,5/22/2018 16:00,137.15,5/22/2018 16:00,159.43
5/23/2018 16:00,155.31,5/23/2018 16:00,102.71,5/23/2018 16:00,136.83,5/23/2018 16:00,160.28
5/24/2018 16:00,155.59,5/24/2018 16:00,102.5,5/24/2018 16:00,135.5,5/24/2018 16:00,161.2
5/25/2018 16:00,155.99,5/25/2018 16:00,103.4,5/25/2018 16:00,136.33,5/25/2018 16:00,162.42
5/29/2018 16:00,153.54,5/29/2018 16:00,101.04,5/29/2018 16:00,135.97,5/29/2018 16:00,163.73
5/30/2018 16:00,156.03,5/30/2018 16:00,101.43,5/30/2018 16:00,137.83,5/30/2018 16:00,165.27
5/31/2018 16:00,155.74,5/31/2018 16:00,100.92,5/31/2018 16:00,138.37,5/31/2018 16:00,165.81
6/1/2018 16:00,158.89,6/1/2018 16:00,102.01,6/1/2018 16:00,138.52,6/1/2018 16:00,163.08
6/4/2018 16:00,159.43,6/4/2018 16:00,102.43,6/4/2018 16:00,140.06,6/4/2018 16:00,161.17
6/5/2018 16:00,159.92,6/5/2018 16:00,102.5,6/5/2018 16:00,138.91,6/5/2018 16:00,159.3
6/6/2018 16:00,162.71,6/6/2018 16:00,103.93,6/6/2018 16:00,139.04,6/6/2018 16:00,156.13
6/7/2018 16:00,160.61,6/7/2018 16:00,103.09,6/7/2018 16:00,138.18,6/7/2018 16:00,156.38
6/8/2018 16:00,162.17,6/8/2018 16:00,104.15,6/8/2018 16:00,138.58,6/8/2018 16:00,156.8
6/11/2018 16:00,162.75,6/11/2018 16:00,103.93,6/11/2018 16:00,139.64,6/11/2018 16:00,155.4
6/12/2018 16:00,162.84,6/12/2018 16:00,103.53,6/12/2018 16:00,141.14,6/12/2018 16:00,157.41
6/13/2018 16:00,163.02,6/13/2018 16:00,103.3,6/13/2018 16:00,136.46,6/13/2018 16:00,157.14
6/14/2018 16:00,162.76,6/14/2018 16:00,103.96,6/14/2018 16:00,138.35,6/14/2018 16:00,158.82
6/15/2018 16:00,163.48,6/15/2018 16:00,105.38,6/15/2018 16:00,138.56,6/15/2018 16:00,159.54
6/18/2018 16:00,162.88,6/18/2018 16:00,105,6/18/2018 16:00,138.23,6/18/2018 16:00,160.41
6/19/2018 16:00,163.31,6/19/2018 16:00,104.13,6/19/2018 16:00,139.08,6/19/2018 16:00,163
6/20/2018 16:00,161.77,6/20/2018 16:00,105.14,6/20/2018 16:00,140.54,6/20/2018 16:00,162.7
6/21/2018 16:00,160.03,6/21/2018 16:00,104.3,6/21/2018 16:00,141.68,6/21/2018 16:00,163.37
6/22/2018 16:00,159.63,6/22/2018 16:00,105.42,6/22/2018 16:00,142.82,6/22/2018 16:00,164.3
6/25/2018 16:00,156.16,6/25/2018 16:00,105.11,6/25/2018 16:00,142.15,6/25/2018 16:00,166.4
6/26/2018 16:00,156.86,6/26/2018 16:00,105.83,6/26/2018 16:00,143.17,6/26/2018 16:00,166.77
6/27/2018 16:00,155.34,6/27/2018 16:00,105.11,6/27/2018 16:00,143.35,6/27/2018 16:00,168.08
6/28/2018 16:00,164.5,6/28/2018 16:00,105.72,6/28/2018 16:00,144.26,6/28/2018 16:00,166.81
6/29/2018 16:00,163.59,6/29/2018 16:00,103.73,6/29/2018 16:00,144.17,6/29/2018 16:00,167.03
7/2/2018 16:00,163.23,7/2/2018 16:00,102.68,7/2/2018 16:00,144.67,7/2/2018 16:00,169.01
7/3/2018 13:00,163.34,7/3/2018 13:00,102,7/3/2018 13:00,143.03,7/3/2018 13:00,168.56
7/5/2018 16:00,164.8,7/5/2018 16:00,102.81,7/5/2018 16:00,145.67,7/5/2018 16:00,168.54
7/6/2018 16:00,164.51,7/6/2018 16:00,103,7/6/2018 16:00,145.81,7/6/2018 16:00,170.31
7/9/2018 16:00,166.13,7/9/2018 16:00,103.92,7/9/2018 16:00,142.18,7/9/2018 16:00,165.32
7/10/2018 16:00,166.46,7/10/2018 16:00,104.8,7/10/2018 16:00,143.54,7/10/2018 16:00,167.44
7/11/2018 16:00,166.31,7/11/2018 16:00,103.75,7/11/2018 16:00,143.41,7/11/2018 16:00,168.41
