,VZ,,MCD,,SBUX,,CLX,,COST,,PSX,,BLK,,TROW,,JNJ,,UNH,,MMM,,UPS
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
5/8/2017 16:00,46.63,10/4/2016 16:00,128.2,5/8/2017 16:00,60.94,5/8/2017 16:00,131.91,5/8/2017 16:00,172.64,5/8/2017 16:00,79.64,5/8/2017 16:00,382.38,5/8/2017 16:00,71.05,5/8/2017 16:00,123.25,5/8/2017 16:00,174.44,5/8/2017 16:00,198.65,5/8/2017 16:00,107.52
5/9/2017 16:00,46.42,10/5/2016 16:00,127.58,5/9/2017 16:00,60.98,5/9/2017 16:00,132.43,5/9/2017 16:00,172.68,5/9/2017 16:00,79.6,5/9/2017 16:00,380.5,5/9/2017 16:00,71.52,5/9/2017 16:00,123.21,5/9/2017 16:00,173.24,5/9/2017 16:00,197.96,5/9/2017 16:00,106.51
5/10/2017 16:00,46.38,10/6/2016 16:00,130.19,5/10/2017 16:00,60.66,5/10/2017 16:00,133.15,5/10/2017 16:00,171.35,5/10/2017 16:00,79.75,5/10/2017 16:00,382.27,5/10/2017 16:00,72.05,5/10/2017 16:00,122.81,5/10/2017 16:00,173.39,5/10/2017 16:00,196.64,5/10/2017 16:00,105.1
5/11/2017 16:00,46.02,10/7/2016 16:00,128.31,5/11/2017 16:00,60.27,5/11/2017 16:00,132.62,5/11/2017 16:00,171.26,5/11/2017 16:00,79.52,5/11/2017 16:00,382.87,5/11/2017 16:00,71.25,5/11/2017 16:00,123.2,5/11/2017 16:00,173.32,5/11/2017 16:00,196.75,5/11/2017 16:00,104.15
5/12/2017 16:00,45.84,10/10/2016 16:00,127.25,5/12/2017 16:00,59.93,5/12/2017 16:00,132.16,5/12/2017 16:00,170.88,5/12/2017 16:00,79.79,5/12/2017 16:00,385.12,5/12/2017 16:00,71.26,5/12/2017 16:00,123.64,5/12/2017 16:00,171.81,5/12/2017 16:00,196.57,5/12/2017 16:00,104.13
5/15/2017 16:00,45.38,10/11/2016 16:00,125.85,5/15/2017 16:00,60.45,5/15/2017 16:00,132.75,5/15/2017 16:00,171.57,5/15/2017 16:00,80.12,5/15/2017 16:00,389.36,5/15/2017 16:00,72.05,5/15/2017 16:00,126.99,5/15/2017 16:00,171.53,5/15/2017 16:00,197.63,5/15/2017 16:00,105.29
5/16/2017 16:00,45.31,10/12/2016 16:00,126.69,5/16/2017 16:00,59.98,5/16/2017 16:00,130.71,5/16/2017 16:00,171,5/16/2017 16:00,78.54,5/16/2017 16:00,391.3,5/16/2017 16:00,71.83,5/16/2017 16:00,127.77,5/16/2017 16:00,168.12,5/16/2017 16:00,197.91,5/16/2017 16:00,104.5
5/17/2017 16:00,44.48,10/13/2016 16:00,126.29,5/17/2017 16:00,59.73,5/17/2017 16:00,131.23,5/17/2017 16:00,169.15,5/17/2017 16:00,77.67,5/17/2017 16:00,383.67,5/17/2017 16:00,69.23,5/17/2017 16:00,126.67,5/17/2017 16:00,168.86,5/17/2017 16:00,194.84,5/17/2017 16:00,102.87
5/18/2017 16:00,45.04,10/14/2016 16:00,126.42,5/18/2017 16:00,59.82,5/18/2017 16:00,130.74,5/18/2017 16:00,170.72,5/18/2017 16:00,77.55,5/18/2017 16:00,388.48,5/18/2017 16:00,69.71,5/18/2017 16:00,126.97,5/18/2017 16:00,171.45,5/18/2017 16:00,195.24,5/18/2017 16:00,103.19
5/19/2017 16:00,45.42,10/17/2016 16:00,125.14,5/19/2017 16:00,61.36,5/19/2017 16:00,132.16,5/19/2017 16:00,171.64,5/19/2017 16:00,78.25,5/19/2017 16:00,393.32,5/19/2017 16:00,70.63,5/19/2017 16:00,127,5/19/2017 16:00,172.59,5/19/2017 16:00,195.8,5/19/2017 16:00,103.42
5/22/2017 16:00,45.48,10/18/2016 16:00,125.74,5/22/2017 16:00,61.23,5/22/2017 16:00,132.57,5/22/2017 16:00,172.4,5/22/2017 16:00,78.55,5/22/2017 16:00,396.28,5/22/2017 16:00,71.3,5/22/2017 16:00,127.26,5/22/2017 16:00,174.7,5/22/2017 16:00,198.51,5/22/2017 16:00,103.78
5/23/2017 16:00,45.48,10/19/2016 16:00,125.89,5/23/2017 16:00,61.15,5/23/2017 16:00,131.68,5/23/2017 16:00,172.47,5/23/2017 16:00,78.14,5/23/2017 16:00,395.97,5/23/2017 16:00,71.06,5/23/2017 16:00,127.52,5/23/2017 16:00,175.22,5/23/2017 16:00,197.73,5/23/2017 16:00,104.2
5/24/2017 16:00,45.04,10/20/2016 16:00,126.25,5/24/2017 16:00,61.89,5/24/2017 16:00,132.78,5/24/2017 16:00,173.01,5/24/2017 16:00,78.28,5/24/2017 16:00,396.31,5/24/2017 16:00,68.68,5/24/2017 16:00,127.51,5/24/2017 16:00,175.59,5/24/2017 16:00,197.49,5/24/2017 16:00,104.72
5/25/2017 16:00,45.31,10/21/2016 16:00,126.6,5/25/2017 16:00,62.9,5/25/2017 16:00,135.13,5/25/2017 16:00,174.73,5/25/2017 16:00,77.42,5/25/2017 16:00,406.36,5/25/2017 16:00,69.66,5/25/2017 16:00,127.53,5/25/2017 16:00,178.05,5/25/2017 16:00,199.54,5/25/2017 16:00,105.94
5/26/2017 16:00,45.32,10/24/2016 16:00,127.78,5/26/2017 16:00,63.3,5/26/2017 16:00,134.99,5/26/2017 16:00,177.86,5/26/2017 16:00,77.44,5/26/2017 16:00,407.02,5/26/2017 16:00,69.7,5/26/2017 16:00,126.92,5/26/2017 16:00,177.5,5/26/2017 16:00,200.67,5/26/2017 16:00,105.87
5/30/2017 16:00,46.2,10/25/2016 16:00,123.34,5/30/2017 16:00,63.26,5/30/2017 16:00,134.93,5/30/2017 16:00,178.92,5/30/2017 16:00,77,5/30/2017 16:00,406.82,5/30/2017 16:00,69.78,5/30/2017 16:00,127.11,5/30/2017 16:00,176.59,5/30/2017 16:00,202.44,5/30/2017 16:00,106.81
5/31/2017 16:00,46.64,10/26/2016 16:00,122.71,5/31/2017 16:00,63.61,5/31/2017 16:00,135.73,5/31/2017 16:00,180.43,5/31/2017 16:00,76.11,5/31/2017 16:00,409.24,5/31/2017 16:00,70.44,5/31/2017 16:00,128.25,5/31/2017 16:00,175.18,5/31/2017 16:00,204.47,5/31/2017 16:00,105.97
6/1/2017 16:00,46.51,10/27/2016 16:00,122.26,6/1/2017 16:00,63.75,6/1/2017 16:00,135.77,6/1/2017 16:00,180.63,6/1/2017 16:00,76.62,6/1/2017 16:00,413.38,6/1/2017 16:00,71.8,6/1/2017 16:00,128.78,6/1/2017 16:00,179.58,6/1/2017 16:00,204.35,6/1/2017 16:00,107.66
6/2/2017 16:00,46.44,10/28/2016 16:00,123.58,6/2/2017 16:00,64.57,6/2/2017 16:00,136.63,6/2/2017 16:00,180.97,6/2/2017 16:00,76.37,6/2/2017 16:00,414.71,6/2/2017 16:00,71.53,6/2/2017 16:00,130.08,6/2/2017 16:00,179.39,6/2/2017 16:00,206.7,6/2/2017 16:00,107.67
6/5/2017 16:00,46.37,10/31/2016 16:00,122.01,6/5/2017 16:00,64.27,6/5/2017 16:00,136.91,6/5/2017 16:00,182.08,6/5/2017 16:00,76.86,6/5/2017 16:00,414.22,6/5/2017 16:00,71.88,6/5/2017 16:00,130.36,6/5/2017 16:00,179.37,6/5/2017 16:00,206.22,6/5/2017 16:00,107.95
6/6/2017 16:00,46.44,11/1/2016 16:00,119.89,6/6/2017 16:00,64.16,6/6/2017 16:00,137.05,6/6/2017 16:00,181.45,6/6/2017 16:00,77.04,6/6/2017 16:00,413.83,6/6/2017 16:00,71.06,6/6/2017 16:00,130.83,6/6/2017 16:00,180.82,6/6/2017 16:00,205.41,6/6/2017 16:00,107.43
6/7/2017 16:00,46.5,11/2/2016 16:00,120.29,6/7/2017 16:00,63.5,6/7/2017 16:00,137.55,6/7/2017 16:00,182.2,6/7/2017 16:00,76.96,6/7/2017 16:00,413.8,6/7/2017 16:00,71.9,6/7/2017 16:00,130.75,6/7/2017 16:00,183.21,6/7/2017 16:00,205.01,6/7/2017 16:00,106.68
6/8/2017 16:00,46.19,11/3/2016 16:00,120.18,6/8/2017 16:00,62.24,6/8/2017 16:00,136.51,6/8/2017 16:00,181.41,6/8/2017 16:00,77.4,6/8/2017 16:00,415.23,6/8/2017 16:00,71.96,6/8/2017 16:00,130.55,6/8/2017 16:00,181.69,6/8/2017 16:00,205.94,6/8/2017 16:00,106.75
6/9/2017 16:00,46.72,11/4/2016 16:00,120.91,6/9/2017 16:00,62.19,6/9/2017 16:00,137.14,6/9/2017 16:00,180.38,6/9/2017 16:00,79.57,6/9/2017 16:00,418.5,6/9/2017 16:00,73.27,6/9/2017 16:00,131.53,6/9/2017 16:00,181.46,6/9/2017 16:00,206.93,6/9/2017 16:00,107.03
6/12/2017 16:00,47.19,11/7/2016 16:00,123.75,6/12/2017 16:00,61.29,6/12/2017 16:00,137.19,6/12/2017 16:00,179.64,6/12/2017 16:00,80.21,6/12/2017 16:00,418.31,6/12/2017 16:00,73.92,6/12/2017 16:00,131.82,6/12/2017 16:00,179.25,6/12/2017 16:00,207.39,6/12/2017 16:00,108.94
6/13/2017 16:00,46.46,11/8/2016 16:00,124.25,6/13/2017 16:00,60.92,6/13/2017 16:00,137.48,6/13/2017 16:00,180.51,6/13/2017 16:00,80.63,6/13/2017 16:00,419.31,6/13/2017 16:00,73.36,6/13/2017 16:00,132.02,6/13/2017 16:00,181.05,6/13/2017 16:00,209.11,6/13/2017 16:00,109.85
6/14/2017 16:00,46.69,11/9/2016 16:00,126.02,6/14/2017 16:00,60.27,6/14/2017 16:00,139.11,6/14/2017 16:00,181.67,6/14/2017 16:00,78.78,6/14/2017 16:00,421.49,6/14/2017 16:00,73.24,6/14/2017 16:00,132.77,6/14/2017 16:00,182.36,6/14/2017 16:00,210.01,6/14/2017 16:00,109.39
6/15/2017 16:00,46.64,11/10/2016 16:00,129.03,6/15/2017 16:00,60.09,6/15/2017 16:00,140.16,6/15/2017 16:00,180.06,6/15/2017 16:00,79.08,6/15/2017 16:00,422.37,6/15/2017 16:00,73.25,6/15/2017 16:00,133.04,6/15/2017 16:00,180.38,6/15/2017 16:00,211.29,6/15/2017 16:00,110.26
6/16/2017 16:00,46.63,11/11/2016 16:00,129.85,6/16/2017 16:00,60.14,6/16/2017 16:00,139.5,6/16/2017 16:00,167.11,6/16/2017 16:00,80.94,6/16/2017 16:00,420.51,6/16/2017 16:00,73.35,6/16/2017 16:00,134.35,6/16/2017 16:00,181.63,6/16/2017 16:00,213.24,6/16/2017 16:00,110.59
6/19/2017 16:00,46.57,11/14/2016 16:00,127.67,6/19/2017 16:00,60.9,6/19/2017 16:00,141.15,6/19/2017 16:00,164.34,6/19/2017 16:00,81.24,6/19/2017 16:00,428.38,6/19/2017 16:00,74.03,6/19/2017 16:00,134.07,6/19/2017 16:00,183.02,6/19/2017 16:00,213.36,6/19/2017 16:00,110.87
6/20/2017 16:00,45.94,11/15/2016 16:00,124.4,6/20/2017 16:00,59.86,6/20/2017 16:00,140.12,6/20/2017 16:00,162.9,6/20/2017 16:00,79.55,6/20/2017 16:00,424.69,6/20/2017 16:00,73.34,6/20/2017 16:00,134.22,6/20/2017 16:00,183.27,6/20/2017 16:00,213.36,6/20/2017 16:00,109.61
6/21/2017 16:00,45.41,11/16/2016 16:00,125.33,6/21/2017 16:00,59.96,6/21/2017 16:00,139.34,6/21/2017 16:00,163.15,6/21/2017 16:00,78.89,6/21/2017 16:00,420.74,6/21/2017 16:00,73.04,6/21/2017 16:00,134.91,6/21/2017 16:00,184.92,6/21/2017 16:00,212.86,6/21/2017 16:00,109.19
6/22/2017 16:00,45.42,11/17/2016 16:00,128.93,6/22/2017 16:00,59.51,6/22/2017 16:00,139.38,6/22/2017 16:00,159.79,6/22/2017 16:00,78.91,6/22/2017 16:00,423.17,6/22/2017 16:00,73.2,6/22/2017 16:00,136.05,6/22/2017 16:00,186.5,6/22/2017 16:00,212.22,6/22/2017 16:00,109.07
6/23/2017 16:00,45.39,11/18/2016 16:00,128.33,6/23/2017 16:00,59.81,6/23/2017 16:00,138.91,6/23/2017 16:00,157.13,6/23/2017 16:00,80.27,6/23/2017 16:00,421.62,6/23/2017 16:00,73.74,6/23/2017 16:00,136.43,6/23/2017 16:00,185.25,6/23/2017 16:00,212.9,6/23/2017 16:00,110.27
6/26/2017 16:00,45.75,11/21/2016 16:00,128.22,6/26/2017 16:00,59.64,6/26/2017 16:00,139.3,6/26/2017 16:00,160.2,6/26/2017 16:00,80.24,6/26/2017 16:00,424.69,6/26/2017 16:00,73.83,6/26/2017 16:00,136.34,6/26/2017 16:00,185.12,6/26/2017 16:00,212.61,6/26/2017 16:00,111.01
6/27/2017 16:00,44.84,11/22/2016 16:00,130.98,6/27/2017 16:00,58.96,6/27/2017 16:00,136.94,6/27/2017 16:00,159.26,6/27/2017 16:00,80.54,6/27/2017 16:00,422.13,6/27/2017 16:00,74.09,6/27/2017 16:00,135.01,6/27/2017 16:00,184.6,6/27/2017 16:00,209.78,6/27/2017 16:00,109.67
6/28/2017 16:00,44.84,11/23/2016 16:00,131.21,6/28/2017 16:00,59.18,6/28/2017 16:00,136.2,6/28/2017 16:00,160.17,6/28/2017 16:00,81.79,6/28/2017 16:00,426.85,6/28/2017 16:00,75.04,6/28/2017 16:00,133.82,6/28/2017 16:00,185.7,6/28/2017 16:00,210.62,6/28/2017 16:00,110.08
6/29/2017 16:00,44.41,11/25/2016 16:00,131.57,6/29/2017 16:00,58.36,6/29/2017 16:00,133.22,6/29/2017 16:00,158.68,6/29/2017 16:00,81.87,6/29/2017 16:00,423.24,6/29/2017 16:00,74.03,6/29/2017 16:00,132.64,6/29/2017 16:00,185.27,6/29/2017 16:00,207.85,6/29/2017 16:00,109.78
6/30/2017 16:00,44.66,11/28/2016 16:00,130.64,6/30/2017 16:00,58.31,6/30/2017 16:00,133.24,6/30/2017 16:00,159.93,6/30/2017 16:00,82.69,6/30/2017 16:00,422.41,6/30/2017 16:00,74.21,6/30/2017 16:00,132.29,6/30/2017 16:00,185.42,6/30/2017 16:00,208.19,6/30/2017 16:00,110.59
7/3/2017 16:00,45,11/29/2016 16:00,129.62,7/3/2017 16:00,58.25,7/3/2017 16:00,133.78,7/3/2017 16:00,158.82,7/3/2017 16:00,83.34,7/3/2017 16:00,428.82,7/3/2017 16:00,75.1,7/3/2017 16:00,132.9,7/3/2017 16:00,186.65,7/3/2017 16:00,209.83,7/3/2017 16:00,110.61
7/5/2017 16:00,44.65,11/30/2016 16:00,129.4,7/5/2017 16:00,57.94,7/5/2017 16:00,134.1,7/5/2017 16:00,158.02,7/5/2017 16:00,82.33,7/5/2017 16:00,428.77,7/5/2017 16:00,75.31,7/5/2017 16:00,133.64,7/5/2017 16:00,188.25,7/5/2017 16:00,209.76,7/5/2017 16:00,110.52
7/6/2017 16:00,43.52,12/1/2016 16:00,129.47,7/6/2017 16:00,57.6,7/6/2017 16:00,133.77,7/6/2017 16:00,157.09,7/6/2017 16:00,81.89,7/6/2017 16:00,425.19,7/6/2017 16:00,74.23,7/6/2017 16:00,132.52,7/6/2017 16:00,186.94,7/6/2017 16:00,208.02,7/6/2017 16:00,109.24
7/7/2017 16:00,43.48,12/2/2016 16:00,129.87,7/7/2017 16:00,58.04,7/7/2017 16:00,134.38,7/7/2017 16:00,154.11,7/7/2017 16:00,82.6,7/7/2017 16:00,432.38,7/7/2017 16:00,76.16,7/7/2017 16:00,132.54,7/7/2017 16:00,187.96,7/7/2017 16:00,209.59,7/7/2017 16:00,110.36
7/10/2017 16:00,43.2,12/5/2016 16:00,129.68,7/10/2017 16:00,57.81,7/10/2017 16:00,133.5,7/10/2017 16:00,151,7/10/2017 16:00,82.46,7/10/2017 16:00,436.24,7/10/2017 16:00,77.05,7/10/2017 16:00,131.55,7/10/2017 16:00,186.95,7/10/2017 16:00,210.49,7/10/2017 16:00,110.21
7/11/2017 16:00,42.89,12/6/2016 16:00,128.74,7/11/2017 16:00,57.9,7/11/2017 16:00,131.98,7/11/2017 16:00,151.11,7/11/2017 16:00,82.36,7/11/2017 16:00,431.91,7/11/2017 16:00,75.16,7/11/2017 16:00,131.23,7/11/2017 16:00,185.95,7/11/2017 16:00,209.66,7/11/2017 16:00,110.07
7/12/2017 16:00,43.22,12/7/2016 16:00,132.46,7/12/2017 16:00,58.54,7/12/2017 16:00,131.5,7/12/2017 16:00,151.75,7/12/2017 16:00,82.24,7/12/2017 16:00,435.29,7/12/2017 16:00,75.58,7/12/2017 16:00,132.23,7/12/2017 16:00,186.69,7/12/2017 16:00,211.3,7/12/2017 16:00,110.57
7/13/2017 16:00,43.49,12/8/2016 16:00,132.53,7/13/2017 16:00,58.38,7/13/2017 16:00,130.82,7/13/2017 16:00,153.6,7/13/2017 16:00,81.72,7/13/2017 16:00,437.88,7/13/2017 16:00,79.19,7/13/2017 16:00,131.86,7/13/2017 16:00,185.48,7/13/2017 16:00,211.09,7/13/2017 16:00,111.16
7/14/2017 16:00,43.56,12/9/2016 16:00,133.39,7/14/2017 16:00,58.76,7/14/2017 16:00,131.9,7/14/2017 16:00,153,7/14/2017 16:00,82.2,7/14/2017 16:00,438.34,7/14/2017 16:00,80.23,7/14/2017 16:00,132.6,7/14/2017 16:00,186.9,7/14/2017 16:00,211.77,7/14/2017 16:00,112.41
7/17/2017 16:00,43.66,12/12/2016 16:00,134.58,7/17/2017 16:00,58.33,7/17/2017 16:00,131.47,7/17/2017 16:00,152.84,7/17/2017 16:00,81.81,7/17/2017 16:00,424.63,7/17/2017 16:00,80.16,7/17/2017 16:00,132.15,7/17/2017 16:00,186.35,7/17/2017 16:00,211.68,7/17/2017 16:00,112.03
7/18/2017 16:00,43.36,12/13/2016 16:00,136.54,7/18/2017 16:00,58.21,7/18/2017 16:00,131.52,7/18/2017 16:00,151.5,7/18/2017 16:00,81.96,7/18/2017 16:00,426.88,7/18/2017 16:00,80.11,7/18/2017 16:00,134.46,7/18/2017 16:00,186.85,7/18/2017 16:00,211.31,7/18/2017 16:00,111.83
7/19/2017 16:00,43.45,12/14/2016 16:00,135.98,7/19/2017 16:00,58.11,7/19/2017 16:00,130.53,7/19/2017 16:00,151.24,7/19/2017 16:00,82.92,7/19/2017 16:00,426.46,7/19/2017 16:00,80.81,7/19/2017 16:00,135.21,7/19/2017 16:00,189.19,7/19/2017 16:00,212.1,7/19/2017 16:00,112.99
7/20/2017 16:00,44.22,12/15/2016 16:00,135.84,7/20/2017 16:00,58.03,7/20/2017 16:00,130.89,7/20/2017 16:00,150.99,7/20/2017 16:00,82.36,7/20/2017 16:00,427.28,7/20/2017 16:00,81.08,7/20/2017 16:00,136.57,7/20/2017 16:00,191.5,7/20/2017 16:00,212.45,7/20/2017 16:00,112.58
7/21/2017 16:00,44.23,12/16/2016 16:00,135.11,7/21/2017 16:00,57.98,7/21/2017 16:00,132.24,7/21/2017 16:00,150.44,7/21/2017 16:00,82.85,7/21/2017 16:00,428.65,7/21/2017 16:00,80.83,7/21/2017 16:00,135.31,7/21/2017 16:00,191.78,7/21/2017 16:00,211.16,7/21/2017 16:00,112.68
7/24/2017 16:00,43.71,12/19/2016 16:00,135.44,7/24/2017 16:00,58.02,7/24/2017 16:00,131.32,7/24/2017 16:00,151,7/24/2017 16:00,82.65,7/24/2017 16:00,428.32,7/24/2017 16:00,81.1,7/24/2017 16:00,133.01,7/24/2017 16:00,190.89,7/24/2017 16:00,210,7/24/2017 16:00,112.15
7/25/2017 16:00,43.98,12/20/2016 16:00,137.11,7/25/2017 16:00,58.55,7/25/2017 16:00,132.87,7/25/2017 16:00,153.17,7/25/2017 16:00,84.45,7/25/2017 16:00,431.35,7/25/2017 16:00,83.83,7/25/2017 16:00,131.88,7/25/2017 16:00,190.4,7/25/2017 16:00,199.39,7/25/2017 16:00,113.22
7/26/2017 16:00,44.4,12/21/2016 16:00,136.83,7/26/2017 16:00,57.94,7/26/2017 16:00,133.43,7/26/2017 16:00,152.09,7/26/2017 16:00,83.7,7/26/2017 16:00,432.71,7/26/2017 16:00,84.92,7/26/2017 16:00,130.95,7/26/2017 16:00,190.75,7/26/2017 16:00,199.03,7/26/2017 16:00,112.29
7/27/2017 16:00,47.81,12/22/2016 16:00,135.43,7/27/2017 16:00,59.5,7/27/2017 16:00,134.17,7/27/2017 16:00,152.52,7/27/2017 16:00,84.51,7/27/2017 16:00,425.51,7/27/2017 16:00,82.67,7/27/2017 16:00,130.83,7/27/2017 16:00,188.93,7/27/2017 16:00,200.05,7/27/2017 16:00,107.79
7/28/2017 16:00,47.94,12/23/2016 16:00,135.05,7/28/2017 16:00,54,7/28/2017 16:00,132.77,7/28/2017 16:00,152.89,7/28/2017 16:00,83.65,7/28/2017 16:00,424,7/28/2017 16:00,82.35,7/28/2017 16:00,131.85,7/28/2017 16:00,191.15,7/28/2017 16:00,199.72,7/28/2017 16:00,109.66
7/31/2017 16:00,48.4,12/27/2016 16:00,135.26,7/31/2017 16:00,53.98,7/31/2017 16:00,133.49,7/31/2017 16:00,158.51,7/31/2017 16:00,83.75,7/31/2017 16:00,426.53,7/31/2017 16:00,82.72,7/31/2017 16:00,132.72,7/31/2017 16:00,191.81,7/31/2017 16:00,201.17,7/31/2017 16:00,110.29
8/1/2017 16:00,48.89,12/28/2016 16:00,135.07,8/1/2017 16:00,54.73,8/1/2017 16:00,133.13,8/1/2017 16:00,159.72,8/1/2017 16:00,85.63,8/1/2017 16:00,429.98,8/1/2017 16:00,83.15,8/1/2017 16:00,132.51,8/1/2017 16:00,192.23,8/1/2017 16:00,203.18,8/1/2017 16:00,110.17
8/2/2017 16:00,48.21,12/29/2016 16:00,135.1,8/2/2017 16:00,55.43,8/2/2017 16:00,131.97,8/2/2017 16:00,161.28,8/2/2017 16:00,86.67,8/2/2017 16:00,425.55,8/2/2017 16:00,82.61,8/2/2017 16:00,132.16,8/2/2017 16:00,193,8/2/2017 16:00,205.41,8/2/2017 16:00,111.26
8/3/2017 16:00,48.61,12/30/2016 16:00,134.08,8/3/2017 16:00,55.68,8/3/2017 16:00,134.73,8/3/2017 16:00,157.91,8/3/2017 16:00,85.65,8/3/2017 16:00,426.01,8/3/2017 16:00,82.65,8/3/2017 16:00,133.35,8/3/2017 16:00,194.77,8/3/2017 16:00,207.62,8/3/2017 16:00,111.52
8/4/2017 16:00,48.91,1/3/2017 16:00,134.31,8/4/2017 16:00,55.44,8/4/2017 16:00,134.49,8/4/2017 16:00,156.44,8/4/2017 16:00,85.6,8/4/2017 16:00,426.51,8/4/2017 16:00,82.79,8/4/2017 16:00,133.18,8/4/2017 16:00,194.88,8/4/2017 16:00,207.65,8/4/2017 16:00,112.05
8/7/2017 16:00,48.86,1/4/2017 16:00,135.5,8/7/2017 16:00,55.63,8/7/2017 16:00,135.5,8/7/2017 16:00,156.95,8/7/2017 16:00,85.07,8/7/2017 16:00,427.87,8/7/2017 16:00,83.37,8/7/2017 16:00,132.86,8/7/2017 16:00,194.78,8/7/2017 16:00,207.44,8/7/2017 16:00,111.86
8/8/2017 16:00,48.6,1/5/2017 16:00,133.9,8/8/2017 16:00,54.52,8/8/2017 16:00,134.65,8/8/2017 16:00,157.75,8/8/2017 16:00,85.02,8/8/2017 16:00,428.82,8/8/2017 16:00,83.19,8/8/2017 16:00,132.27,8/8/2017 16:00,194.9,8/8/2017 16:00,206.43,8/8/2017 16:00,111.89
8/9/2017 16:00,48.22,1/6/2017 16:00,133.53,8/9/2017 16:00,53.74,8/9/2017 16:00,134.21,8/9/2017 16:00,156.86,8/9/2017 16:00,84.49,8/9/2017 16:00,431.34,8/9/2017 16:00,83.18,8/9/2017 16:00,133.23,8/9/2017 16:00,194.83,8/9/2017 16:00,206.48,8/9/2017 16:00,112.41
8/10/2017 16:00,48.02,1/9/2017 16:00,134.31,8/10/2017 16:00,53.07,8/10/2017 16:00,133.94,8/10/2017 16:00,156.64,8/10/2017 16:00,83.64,8/10/2017 16:00,422.69,8/10/2017 16:00,82.85,8/10/2017 16:00,133.09,8/10/2017 16:00,192.57,8/10/2017 16:00,206.23,8/10/2017 16:00,110.92
8/11/2017 16:00,48.06,1/10/2017 16:00,136.1,8/11/2017 16:00,53.18,8/11/2017 16:00,134.31,8/11/2017 16:00,156.65,8/11/2017 16:00,83.44,8/11/2017 16:00,424.16,8/11/2017 16:00,82.79,8/11/2017 16:00,133.1,8/11/2017 16:00,193.02,8/11/2017 16:00,205.98,8/11/2017 16:00,111.44
8/14/2017 16:00,48.78,1/11/2017 16:00,135.7,8/14/2017 16:00,53.22,8/14/2017 16:00,135.57,8/14/2017 16:00,157.91,8/14/2017 16:00,83.88,8/14/2017 16:00,428.06,8/14/2017 16:00,83.84,8/14/2017 16:00,133.48,8/14/2017 16:00,193.71,8/14/2017 16:00,207.37,8/14/2017 16:00,113.69
8/15/2017 16:00,48.48,1/12/2017 16:00,135.07,8/15/2017 16:00,53.15,8/15/2017 16:00,136.3,8/15/2017 16:00,156.88,8/15/2017 16:00,83.68,8/15/2017 16:00,428.25,8/15/2017 16:00,83.9,8/15/2017 16:00,133.38,8/15/2017 16:00,194.5,8/15/2017 16:00,207.18,8/15/2017 16:00,114.18
8/16/2017 16:00,48.41,1/13/2017 16:00,135.04,8/16/2017 16:00,53.5,8/16/2017 16:00,136.94,8/16/2017 16:00,159.76,8/16/2017 16:00,83.03,8/16/2017 16:00,427.07,8/16/2017 16:00,84.14,8/16/2017 16:00,134.17,8/16/2017 16:00,193.77,8/16/2017 16:00,207.92,8/16/2017 16:00,114.76
8/17/2017 16:00,47.89,1/17/2017 16:00,135.93,8/17/2017 16:00,53.04,8/17/2017 16:00,137.17,8/17/2017 16:00,158.57,8/17/2017 16:00,80.89,8/17/2017 16:00,419.94,8/17/2017 16:00,82.61,8/17/2017 16:00,133.04,8/17/2017 16:00,192.7,8/17/2017 16:00,205.35,8/17/2017 16:00,112.92
8/18/2017 16:00,47.69,1/18/2017 16:00,136.16,8/18/2017 16:00,52.7,8/18/2017 16:00,137.73,8/18/2017 16:00,157.08,8/18/2017 16:00,81.56,8/18/2017 16:00,416.55,8/18/2017 16:00,82.3,8/18/2017 16:00,132.63,8/18/2017 16:00,190.82,8/18/2017 16:00,203.53,8/18/2017 16:00,113.34
8/21/2017 16:00,48.14,1/19/2017 16:00,135.39,8/21/2017 16:00,53.15,8/21/2017 16:00,138.83,8/21/2017 16:00,157.07,8/21/2017 16:00,81.9,8/21/2017 16:00,415.37,8/21/2017 16:00,82.37,8/21/2017 16:00,133.45,8/21/2017 16:00,192.03,8/21/2017 16:00,204.55,8/21/2017 16:00,113.83
8/22/2017 16:00,48.35,1/20/2017 16:00,135.6,8/22/2017 16:00,54.45,8/22/2017 16:00,139.04,8/22/2017 16:00,158.7,8/22/2017 16:00,82.23,8/22/2017 16:00,421.37,8/22/2017 16:00,83.61,8/22/2017 16:00,134.7,8/22/2017 16:00,194.79,8/22/2017 16:00,205.46,8/22/2017 16:00,114.6
8/23/2017 16:00,48.28,1/23/2017 16:00,138.07,8/23/2017 16:00,54.08,8/23/2017 16:00,138.72,8/23/2017 16:00,159.37,8/23/2017 16:00,82.36,8/23/2017 16:00,418.07,8/23/2017 16:00,82.85,8/23/2017 16:00,132.8,8/23/2017 16:00,194.24,8/23/2017 16:00,202.67,8/23/2017 16:00,113.55
8/24/2017 16:00,48.31,1/24/2017 16:00,138.06,8/24/2017 16:00,53.94,8/24/2017 16:00,136.98,8/24/2017 16:00,151.33,8/24/2017 16:00,83.87,8/24/2017 16:00,415.94,8/24/2017 16:00,82.46,8/24/2017 16:00,132.89,8/24/2017 16:00,194.75,8/24/2017 16:00,202.12,8/24/2017 16:00,113.35
