Date,BABA,PFE,NFLX,CRM,GD
2016-10-25,104.220001,27.787157,126.510002,75.059998,140.980698
2016-10-26,102.779999,27.890461,126.970001,74.949997,139.641037
2016-10-27,102.379997,27.959324,126.470001,74.739998,138.707886
2016-10-28,101.93,27.485876,126.57,75.129997,139.973618
2016-10-31,101.690002,27.296495,124.870003,75.160004,139.271439
2016-11-01,101.150002,26.745571,123.300003,75.449997,138.569275
2016-11-02,98.510002,26.366814,122.339996,75.0,138.282852
2016-11-03,97.75,25.729809,122.139999,74.139999,138.61546299999998
2016-11-04,97.57,25.824505,122.029999,74.370003,138.412201
2016-11-07,99.349998,26.151609,124.58000200000001,76.300003,140.79591399999998
2016-11-08,99.849998,26.082062,124.339996,76.550003,142.08010900000002
2016-11-09,96.66999799999999,27.925188000000002,122.190002,75.900002,149.75788899999998
2016-11-10,94.339996,29.116274,115.41999799999999,73.629997,153.841644
2016-11-11,92.989998,28.333803000000003,114.779999,74.589996,155.726425
2016-11-14,89.769997,28.151235999999997,113.379997,72.760002,157.241653
2016-11-15,91.0,28.020822999999996,113.589996,74.019997,155.23675500000002
2016-11-16,92.860001,27.786084999999996,115.190002,73.309998,153.22258
2016-11-17,94.07,27.586122999999997,115.029999,75.190002,153.028595
2016-11-18,93.389999,27.368772999999997,115.209999,77.769997,153.943253
2016-11-21,93.410004,27.447018,117.959999,76.150002,155.615555
2016-11-22,93.209999,27.238365,118.040001,75.57,157.23239099999998
2016-11-23,93.029999,27.316609999999997,117.690002,73.949997,157.57428000000002
2016-11-25,93.010002,27.551346000000002,117.410004,73.730003,158.98783899999998
2016-11-28,93.760002,27.420937,116.93,72.93,159.53298999999998
2016-11-29,94.989998,27.751312,117.510002,72.93,161.805832
2016-11-30,94.019997,27.942579,117.0,72.0,162.009064
2016-12-01,89.860001,27.351384999999997,117.220001,68.459999,162.97918700000002
2016-12-02,90.480003,27.499182,120.809998,68.410004,165.076477
2016-12-05,90.989998,27.464411,119.160004,70.800003,164.937912
2016-12-06,90.400002,27.438323999999998,124.57,70.620003,164.54058799999999
2016-12-07,91.07,27.116646000000003,125.389999,71.779999,164.85472099999998
2016-12-08,92.309998,26.899297999999998,123.239998,71.860001,160.456894
2016-12-09,93.279999,27.560043,122.879997,71.16999799999999,162.04603600000002
2016-12-12,92.470001,28.168622999999997,122.83000200000001,70.379997,160.521576
2016-12-13,92.160004,28.542465000000004,123.779999,71.610001,161.048203
2016-12-14,91.190002,28.533768,123.440002,71.33000200000001,160.521576
2016-12-15,88.849998,28.472914000000003,125.0,70.230003,160.87261999999998
2016-12-16,88.66999799999999,28.551163,124.220001,69.860001,161.14056399999998
2016-12-19,88.93,28.542465000000004,125.449997,69.510002,161.343842
2016-12-20,89.839996,28.559856,125.120003,69.860001,161.925919
2016-12-21,89.25,28.168622999999997,126.5,70.110001,160.854172
2016-12-22,86.800003,28.116463,125.58000200000001,69.900002,161.25148000000002
2016-12-23,86.790001,28.238174,125.589996,69.870003,161.916672
2016-12-27,87.540001,28.281646999999996,128.350006,69.849998,161.297668
2016-12-28,87.370003,28.125149,125.889999,69.089996,159.884094
2016-12-29,87.33000200000001,28.246868,125.33000200000001,69.150002,160.031906
2016-12-30,87.809998,28.238174,123.800003,68.459999,159.523727
2017-01-03,88.599998,28.690262,127.489998,70.540001,162.101471
2017-01-04,90.510002,28.942391999999998,129.41000400000001,72.800003,162.184616
2017-01-05,94.370003,29.220594000000002,131.809998,72.790001,162.738953
2017-01-06,93.889999,29.10758,131.070007,73.800003,163.958557
2017-01-09,94.720001,29.098885,130.949997,73.959999,162.674332
2017-01-10,96.75,29.072796000000004,129.889999,73.980003,162.94224499999999
2017-01-11,96.940002,28.542465000000004,130.5,75.769997,163.598251
2017-01-12,95.900002,28.342503000000004,129.179993,75.209999,163.090073
2017-01-13,96.269997,28.272951000000003,133.699997,75.639999,164.355835
2017-01-17,96.120003,27.873028,132.889999,75.019997,162.581894
2017-01-18,96.0,27.846943,133.259995,75.779999,163.305679
2017-01-19,96.16999799999999,27.560043,138.41000400000001,75.57,164.99449199999998
2017-01-20,96.059998,27.620898999999998,138.600006,76.029999,165.430649
2017-01-23,98.410004,27.351384999999997,137.389999,76.160004,164.456299
2017-01-24,101.43,27.081865000000004,140.110001,77.110001,164.474884
2017-01-25,104.059998,27.203590000000002,139.520004,78.470001,162.683975
2017-01-26,102.75,27.194893,138.96000700000002,77.949997,164.52127099999998
2017-01-27,102.07,27.316609999999997,142.449997,78.209999,171.796188
2017-01-30,101.019997,27.220974,141.220001,78.709999,169.31861899999998
2017-01-31,101.309998,27.586122999999997,140.71000700000002,79.099998,168.02883899999998
2017-02-01,101.57,27.81447,140.779999,78.58000200000001,167.98242199999999
2017-02-02,100.839996,27.867165000000004,139.199997,80.129997,167.360718
2017-02-03,100.389999,28.18334,140.25,80.209999,169.921768
2017-02-06,100.900002,28.306295000000002,140.970001,79.75,169.847565
2017-02-07,100.83000200000001,28.174557,144.0,80.209999,170.005295
2017-02-08,103.57,28.227251000000003,144.740005,80.699997,169.94035300000002
2017-02-09,103.339996,28.438036,144.139999,81.029999,169.429993
2017-02-10,102.360001,28.411686,144.820007,80.639999,171.109543
2017-02-13,103.099998,28.640038,143.199997,80.910004,173.15097
2017-02-14,101.589996,28.762992999999998,140.820007,80.91999799999999,173.73556499999998
2017-02-15,101.550003,29.43047,142.270004,81.66999799999999,174.440796
2017-02-16,100.82,29.527077000000002,142.009995,80.82,175.136749
2017-02-17,100.519997,29.527077000000002,142.220001,81.470001,175.43367
