Date,VZ,MCD,Close,CLX,COST,PSX,BLK,TROW,JNJ,UNH,MMM,UPS,ACN,PPG,AMT,NEE
11/12/2015 16:00:00,44.83,113.45,61.07,121.83,156,89.24,345.74,75.25,100.27,112.82,156.3,102.6,104.32,99.21,97.35,100.73
11/13/2015 16:00:00,44.23,113.37,59.74,120.74,153.67,89.08,343.25,74.36,99.88,111.41,155.65,101.78,103.15,100.83,96.38,100.43
11/16/2015 16:00:00,45.04,112.1,60.68,121.87,156.45,91.07,352.33,75.34,101.22,113.82,158.21,103.14,106.33,101.95,98.05,102.12
11/17/2015 16:00:00,45.08,112.86,60.55,121.78,158.89,91.12,353.42,74.74,101.5,114.39,157.03,103.14,106.29,101.71,98.35,100.75
11/18/2015 16:00:00,45.38,113.17,61.8,123.59,161.25,92.54,360.63,76.49,102.67,117.25,157.39,103.68,107.88,104.23,99.66,99.7
11/19/2015 16:00:00,45.76,112.99,61.46,124.32,162.83,92.38,359.09,76.38,102.49,110.63,158.38,104.1,107.28,103.37,99.63,100.99
11/20/2015 16:00:00,45.39,113.96,61.99,123.85,163.1,91.67,362.46,76.37,102.48,112.97,158.95,104.1,107.97,104.62,100.49,101.02
11/23/2015 16:00:00,44.99,113.7,62.64,125.36,163.45,92.17,363.25,76.15,102.77,112.16,158.65,103.59,107.84,105.47,99.94,100.49
11/24/2015 16:00:00,45.19,111.39,61.96,124.79,162.19,93.13,356.81,75.62,102.04,113.19,157.75,103.4,107.35,105.49,99.26,99.41
11/25/2015 16:00:00,44.92,110.58,62.19,125.31,162.39,92.77,360.62,76.01,101.96,114.41,157.63,103.49,107.1,106.46,99.09,98.88
11/27/2015 16:00:00,45.23,108.71,62.18,125.51,163.58,92.76,358.39,75.95,102.37,114.34,157.99,104.18,107.46,106.21,99.68,99.37
11/30/2015 16:00:00,45.45,106.98,61.39,124.3,161.42,91.53,363.72,76.15,101.24,112.71,156.58,103.01,107.22,105.74,99.38,99.86
12/1/2015 16:00:00,45.58,109.55,61.37,126.64,161.29,92.67,361.73,76.49,102.36,116.26,156.9,104.38,108.13,106.76,101.17,100.57
12/2/2015 16:00:00,44.92,110.06,61.22,126.35,161.09,90.44,358.92,75.54,102.05,117.64,155.7,103.3,107.59,105.34,99.46,97.99
12/3/2015 16:00:00,44.56,108.06,59.55,126.05,163.67,88.57,352,75.17,100.79,115,154.38,102.29,105.93,104.3,97.89,96.42
12/4/2015 16:00:00,45.71,108.31,61.75,128.78,166.8,90.2,360.76,76.03,102.95,117.74,158.22,103.26,109.1,105.96,97.55,98.14
12/7/2015 16:00:00,46.06,110.04,61.89,129.33,167.12,86.69,355.47,75.16,103.32,115.91,157.75,102.45,108.94,104.99,97.69,98.57
12/8/2015 16:00:00,45.7,112.47,62.16,129.72,168.87,86.45,348.94,74.11,102.42,115.88,156.79,101.16,108.91,102.75,96.88,99.34
12/9/2015 16:00:00,45.36,111.9,61.18,127.73,159.72,86.09,344.57,73.17,102.15,115.05,156.05,100.46,107.29,101.55,95.54,98.76
12/10/2015 16:00:00,45.32,112.52,61.87,126.87,161.86,86.75,345.25,73.34,102.64,116.21,157.52,100.45,107.6,100.88,95.07,97.6
12/11/2015 16:00:00,44.82,111.19,59.82,125.92,160.02,82.78,322.78,70.8,101.68,115.98,154.83,97.46,105.3,98.73,93.68,97.41
12/14/2015 16:00:00,45.45,111.94,59.92,126.47,161.84,81.4,319.6,70.04,102.15,115.85,157.63,97.87,106.36,97.73,94.04,97.98
12/15/2015 16:00:00,45.55,113.35,59.98,129.14,161.29,81.78,329.54,71.37,104.13,117.61,148.13,98.9,106.72,98.55,95.61,98.72
12/16/2015 16:00:00,46.51,114.33,60.35,131.12,162.76,83.06,331,72.13,105.25,118.83,149.95,100.51,109.08,100.22,97.5,103.65
12/17/2015 16:00:00,46.1,112.34,59.52,131.34,160.68,81.78,330.21,71.01,103.64,119.22,148.85,100,103.26,98.24,96.09,103.41
12/18/2015 16:00:00,45.56,112.1,58.62,127.05,157.7,80.56,321.47,69.91,101.95,115.82,146.92,98,101.93,96.29,94.6,102.11
12/21/2015 16:00:00,45.9,112.01,59.54,127.65,159.39,80.62,325.55,70.39,101.58,117.41,147.48,96.89,102.99,97.23,95.56,102.3
12/22/2015 16:00:00,46.34,112.16,59.99,127.59,161.23,81.7,330.51,70.91,102.71,117.44,148.97,98,103.76,98.76,96.42,102.91
12/23/2015 16:00:00,46.95,110.93,60.34,128.18,161.71,84.8,339.64,72.75,103.49,118.69,151.16,97.24,104.42,100.24,98.5,103.98
12/24/2015 16:00:00,46.71,112.16,60.32,127.86,161.75,84.36,337.4,72.45,103.72,118.34,151.19,97.34,104.23,100.39,98.14,103.93
12/28/2015 16:00:00,46.75,112.19,60.19,128.06,161.16,82.46,342.45,72.72,103.22,118.33,151.22,97,104.08,99.9,98.37,103.99
12/29/2015 16:00:00,47.21,111.42,61.13,129.01,162.66,82.77,343.6,73.1,104.03,119.82,152.89,97.72,105.32,100.58,99.41,104.65
12/30/2015 16:00:00,46.77,111.67,60.82,128.2,162.71,82.01,342.05,72.09,103.78,118.92,151.91,97.09,105.86,99.77,98.1,104.91
12/31/2015 16:00:00,46.22,111.59,60.03,126.83,161.5,81.8,340.52,71.49,102.72,117.64,150.64,96.23,104.5,98.82,96.95,103.89
1/4/2016 16:00:00,45.87,113.16,58.26,125.28,159.54,80.08,333.1,70.19,100.48,116.46,146.82,94.84,101.83,97.96,96.7,103.57
1/5/2016 16:00:00,46.5,111.46,58.65,127.09,159.93,81,333.96,70.48,100.9,116.68,147.46,95.78,102.36,98.31,98.61,104.58
1/6/2016 16:00:00,45.52,110.37,58.13,127.03,158.45,78.03,330.16,68.9,100.39,115.49,144.49,94.42,102.16,96.47,98.26,104.24
1/7/2016 16:00:00,45.27,109.93,56.69,125.64,154.82,76.45,315.73,67.06,99.22,112.09,140.97,92.6,99.16,95.25,95.81,104.7
1/8/2016 16:00:00,44.83,109.53,56.63,126.18,152.11,75.21,307.78,65.36,98.16,110.16,140.49,91.39,98.2,94.49,94.23,105.17
1/11/2016 16:00:00,45.09,110.98,57.82,127.68,154.72,76.18,308.32,65.01,97.57,109.58,140.46,91.66,99.23,94.45,94.48,105.58
1/12/2016 16:00:00,44.93,111.29,59.46,128.4,156.06,77.82,313.59,66.71,98.24,112.26,140.86,93,101.01,95.12,94.48,105.38
1/13/2016 16:00:00,44.15,110.6,57.87,128.11,152.12,75.25,304.61,64.87,97.02,109.23,138.72,90.61,99.26,93.05,92.15,104.62
1/14/2016 16:00:00,44.87,110.01,58.98,127.32,153.18,79.28,310,65.58,98.89,110.76,141.18,91.15,101.88,93.57,92.21,105.69
1/15/2016 16:00:00,44.43,110.23,58,126.86,150.39,78.47,296.58,64.95,97,109.27,138.69,90.04,99.27,91.9,88.39,105.26
1/19/2016 16:00:00,44.87,110.47,58.55,127.64,150.47,78.67,294,65.56,97.5,112.58,138.39,90.35,101.38,91.6,90.91,107.81
1/20/2016 16:00:00,44.42,111.85,56.92,125.39,148.82,76.93,292,65.09,95.75,114.79,136.96,88.7,99.06,93.52,89,105.31
1/21/2016 16:00:00,45.87,112.43,59.03,125.89,150.38,76.04,289.9,65.56,95.94,113.5,137.76,89.07,98.29,91.92,90.02,105.04
1/22/2016 16:00:00,47.04,113.07,59.17,127.59,153.69,80.03,300.56,67.43,96.75,114.33,139.52,89.9,102.24,93.16,93.25,106.6
1/25/2016 16:00:00,47.03,113.18,57.71,125.04,150.78,76.23,289.72,65.41,96.4,113.38,137.57,89.42,101.75,91.11,91.12,106.42
1/26/2016 16:00:00,48.25,112.35,58.61,125.55,148.5,77.76,299.26,66.65,101.18,113.96,144.78,90.93,102.53,92.58,92.47,106.56
1/27/2016 16:00:00,49.03,112.24,57.63,124.64,147.73,77.73,302.12,66.23,102.16,112.33,145.55,90.87,101.96,92.8,92.51,106.73
1/28/2016 16:00:00,49.01,112.6,59.29,126.03,149.59,78.7,299.17,68.42,102.27,111.38,147.32,91,103.08,92.09,92.51,108.3
1/29/2016 16:00:00,49.97,110.54,60.77,129.05,151.12,80.15,314.26,70.95,104.44,115.16,151,93.2,105.54,95.12,94.34,111.71
2/1/2016 16:00:00,50.76,111.13,61.4,131.81,151.25,79.48,312.25,70.16,104.37,115.89,148.73,94.08,106.28,95.59,93.1,112.98
2/2/2016 16:00:00,49.91,112.07,60.7,129.09,148.5,78.5,301.21,68.05,103.41,113.88,147.87,94.69,103.82,93.04,91.35,113.91
2/3/2016 16:00:00,50.62,111.49,59.53,131.09,146.7,79.1,304.06,68.64,104.14,112.75,152.52,95.33,102.1,95.11,90.49,114.75
2/4/2016 16:00:00,50.43,111.32,58.29,124.71,143.28,79.88,313.7,69.78,103.9,114.2,153.44,96.25,102.73,95.7,91.09,113.52
2/5/2016 16:00:00,50.97,112.4,54.49,124.38,143.99,78.33,307.75,68.64,100.54,111.72,153.47,95.37,98.97,92.87,88.84,113.61
2/8/2016 16:00:00,50.74,111,54.14,127.04,147.02,76.28,293.46,65.97,102,110.02,153.9,97.3,95.07,89.65,85.41,114.17
2/9/2016 16:00:00,50.15,111.38,54.42,128.68,147.94,75.44,294.53,66.49,101.97,111.16,154.74,97.53,93.32,90.99,85.57,115.35
2/10/2016 16:00:00,49.98,113.1,55.14,127.91,148.05,75.29,298.56,66.59,101.73,112.74,152.45,96.12,94.21,91.34,85.84,113.74
2/11/2016 16:00:00,49.39,114.9,54.92,126.98,146.65,72.9,294.21,65.48,101.7,110.62,150.67,95.09,93.43,89.27,83.66,111.9
2/12/2016 16:00:00,50.11,115.36,55.86,127.54,148.65,75.2,306.8,67.55,101.82,111.82,153.96,97.25,94.7,91.78,85.67,111.67
2/16/2016 16:00:00,50.24,115.58,56.41,128.12,149.11,78.25,314.47,68.47,102.32,115.15,155.53,98.56,96.91,93.62,86.45,112.35
2/17/2016 16:00:00,50.32,114.73,57.63,129.42,150.91,80.59,319.88,70.26,102.5,118.3,156.62,98.3,99.01,95,86.19,111.43
2/18/2016 16:00:00,50.94,114.47,56.96,127.89,148.65,79.44,315.97,69.43,104.24,117.45,156.78,97.46,98.52,94.69,87.5,114.33
2/19/2016 16:00:00,50.86,113.41,57.67,128.63,148.7,80.09,314.29,68.86,104.16,117.68,156.45,97.37,98.95,95.63,87.32,114.75
2/22/2016 16:00:00,51.07,113.86,58.87,128.31,150.06,80.87,316.45,69.89,104.75,121.27,157.7,98.02,100.35,96.72,89.24,115.7
2/23/2016 16:00:00,50.63,114.9,58.46,128.85,150.36,78.56,309.86,68.6,104.08,121.15,156.17,96.97,99.65,94.87,88.02,116.12
2/24/2016 16:00:00,50.82,114.59,58.11,130.24,153.87,79.09,307.98,68.96,104.96,120.2,157.22,96.87,99.55,95.68,89.03,116
2/25/2016 16:00:00,51.11,113.59,58.75,131.45,154.72,78.76,313.62,69.64,106.38,121.2,158.99,97.72,100.91,97.01,89.42,115.84
2/26/2016 16:00:00,51.02,113.07,58.34,127.82,149.68,79.1,313.92,69.72,105.78,121.33,158.27,97.44,101.12,98.16,90.01,112.52
2/29/2016 16:00:00,50.73,114.84,58.21,126.42,150.03,79.39,311.96,69.11,105.21,119.1,156.87,96.55,100.26,96.53,92.2,112.82
3/1/2016 16:00:00,51.46,116.37,60.04,125.47,150.52,83.41,322.57,71.4,107.22,121.67,159.59,98.36,103.45,99.58,94.7,112.6
3/2/2016 16:00:00,52.12,116.46,59.56,126.06,152.79,84.57,326.73,71.67,107.04,121.27,159.41,98.77,102.66,99.33,94.62,112.36
3/3/2016 16:00:00,51.89,117.03,59.04,125.59,151.6,86.09,323.14,72.34,106.65,121.82,159.38,99.62,102.8,100.3,95.3,111.62
3/4/2016 16:00:00,51.81,116.89,58.7,125.61,150.9,85.78,323.76,72.78,106.5,121.8,160.07,100.4,103.18,102.49,95.94,114.29
3/7/2016 16:00:00,52.21,117.53,58,123.46,148.17,87.41,326.73,72.56,106.74,121.76,160.57,101.3,102.4,103.37,95.6,114.45
3/8/2016 16:00:00,52.46,118,57.6,125.47,150.95,84.8,320.4,71.97,106.22,121.66,160.2,100.62,102.62,101.51,94.6,115.45
3/9/2016 16:00:00,52.34,116.56,57.07,125.22,153.05,86.09,328.31,71.52,106.84,121.1,160.09,99.56,103.4,102.28,94.6,116.26
3/10/2016 16:00:00,52.32,116.93,57.52,125.51,152.87,85.43,324.99,71.31,107.14,122.09,159.89,99.87,103.58,102.91,94.71,115.69
3/11/2016 16:00:00,52.53,117.6,57.59,126.45,152.71,86.43,339.65,72.63,107.71,125.1,161.88,100.82,105.68,105.01,98.46,115.82
3/14/2016 16:00:00,52.54,117.69,58.65,125.94,152.67,86.18,337.82,71.67,107.66,125.22,161.81,101.29,106.32,104.74,98.06,115.84
3/15/2016 16:00:00,52.67,117.69,59.08,126.7,154.18,86.6,334.13,70.6,107.76,124.85,162.41,101.42,107.07,104.76,98.41,115.6
3/16/2016 16:00:00,53.21,119.02,59.67,127.4,154.06,87.57,334.07,71.32,107.41,124.9,162.89,101.67,107.59,106.61,99.81,117.12
3/17/2016 16:00:00,53.63,119.75,59.55,127.58,153.84,88.38,341.94,73.21,106.74,124.53,163.75,103.75,108.56,109.4,101.75,118.33
3/18/2016 16:00:00,53.24,119.7,59.7,127.41,153.15,89.41,342.56,73.54,107.5,126.72,165.33,104.99,107.77,108.9,100.51,118.5
3/21/2016 16:00:00,53.44,122.8,59.1,127.45,153.94,89.69,341.98,73.36,107.28,126.74,164.84,105.15,108.16,108.89,100.34,117.57
3/22/2016 16:00:00,53.21,122.76,59.38,126.32,152.23,90.16,340.22,73.09,107.38,128.02,164.91,104.86,107.83,109.84,99.93,117.04
3/23/2016 16:00:00,52.91,120.54,58.83,127.08,153.51,88.12,339.23,73.1,108.5,129.79,164.27,104.88,107.66,109.14,99.58,117.69
3/24/2016 16:00:00,53.56,116.16,58.36,126.56,151.43,88.06,334.28,72.51,108.31,128.59,164.46,105.43,114.3,108.95,100.35,118.48
3/28/2016 16:00:00,53.4,112.54,58.96,127.55,152.67,87.49,336.91,72.8,108.23,128.92,166.28,105.06,114.17,109.4,100.24,117.58
3/29/2016 16:00:00,54.05,110.97,59.55,128,155.26,87.43,339.91,73.9,109.14,129.83,164.39,106.1,115.26,110.57,101.92,119.01
3/30/2016 16:00:00,54.04,115.93,60.01,127.97,157.6,87.62,341.37,73.9,108.98,129.68,166.75,105.73,115.37,111.9,102.31,118.5
3/31/2016 16:00:00,54.08,117.66,59.7,126.06,157.58,86.59,340.57,73.46,108.2,128.9,166.63,105.47,115.4,111.49,102.37,118.34
4/1/2016 16:00:00,54.01,117.52,61.02,127.38,158.25,85.67,342.53,73.95,109.19,129.92,167.53,104.95,116.35,113.11,104.5,118.71
4/4/2016 16:00:00,54.42,116.46,60.25,127.64,157.73,85.73,338.52,73.03,108.59,129.49,166.4,104.88,115.5,112.19,104.7,118.72
4/5/2016 16:00:00,54.09,113.07,60.04,128.07,155.99,84.81,334.8,72.34,108.95,127.04,165.81,103.92,114.13,111.43,104,116.35
4/6/2016 16:00:00,53.52,116.48,60.83,129.41,156.77,85.02,337.2,73.35,109.42,128.03,166.81,104.67,114.67,112.08,105.7,116.71
4/7/2016 16:00:00,52,116.6,61.17,128.66,152.03,84.51,328.37,71.48,109.27,126.87,167.16,103.99,112.1,110.61,105,116.19
4/8/2016 16:00:00,52.18,114.42,61.04,128.53,151.65,86.06,331.6,71.8,109.1,125.68,166.63,104.31,112.83,111.83,105.71,116.81
4/11/2016 16:00:00,51.61,116.43,60.9,128.16,149.05,84.58,332.96,72.19,108.97,126.33,166.59,103.86,113.1,111.68,106.01,116.23
4/12/2016 16:00:00,51.95,113.97,59.5,128.17,150.52,85.98,339.31,74.04,109.6,126.8,168.03,105.23,114.39,112.94,106.17,117.05
4/13/2016 16:00:00,51.29,114.49,60.21,126.14,151.88,87.01,348.29,76.5,109.87,127.76,168.59,105.54,114.96,114.23,106.23,116.48
4/14/2016 16:00:00,51.36,115.44,60.13,126.55,151.4,86.92,354.91,76.61,109.84,127.98,168.16,105.08,114.75,114.51,105.2,116.15
4/15/2016 16:00:00,51.35,114.73,60.51,126.41,153.17,84.85,357.74,76.53,110.18,127.33,168.78,105.54,114.82,115.35,105.78,117.43
4/18/2016 16:00:00,51.73,116.18,60.89,126.5,153.3,85.65,358,76.6,110.93,127.81,169.55,106.18,115.59,115.75,105.54,117.77
4/19/2016 16:00:00,52.08,117.82,60.9,126.56,153.68,86.42,364.66,77.72,112.68,130.5,169.65,106.84,115.1,116.55,105.5,118.1
4/20/2016 16:00:00,51.75,117.91,60.9,124.8,152.74,86.69,366.92,78.34,113.58,133.93,168.94,106.17,115.54,116.07,104.82,115.51
4/21/2016 16:00:00,50.03,115.12,60.64,121.13,151.42,87.4,364.09,77.63,113.57,132.96,168.66,104.99,114.48,110.26,102.57,112.91
4/22/2016 16:00:00,50.55,116.58,57.68,122.45,149.92,87.98,365.47,77.58,113.32,134.13,168.66,105.52,113.95,113.19,104.19,114.44
4/25/2016 16:00:00,50.76,115.8,57.77,123.63,151.51,87.93,363.66,76.97,113.51,133.78,168.38,105.07,114.1,112.6,104.18,114.47
4/26/2016 16:00:00,50.44,116.17,57.72,123.76,152.6,88.4,365.96,77.52,112.91,134.24,166.18,106.23,114.61,113.55,104.77,115.52
4/27/2016 16:00:00,51.69,116.34,56.9,124.78,151.77,88.95,367.47,77.46,112.77,132.8,167.76,106.46,115.48,112.99,104.49,116.89
4/28/2016 16:00:00,51.02,116.74,56.42,124.77,151.44,87.79,358.83,75.77,112.48,132.07,167,104.91,114.33,112.77,104.13,116.47
4/29/2016 16:00:00,50.94,114.1,56.23,125.23,148.13,82.11,356.33,75.29,112.08,131.68,167.38,105.07,112.92,110.39,104.88,117.58
5/2/2016 16:00:00,51.32,112.91,57.36,126.96,150.93,82.2,361.5,75.69,112.75,132.1,168.34,104.76,114.4,111.24,105.51,118.06
5/3/2016 16:00:00,50.68,115.49,56.25,129.43,151.41,80.01,355.69,74.93,112.69,132.46,167.97,104.38,113.3,109.5,104.16,118.42
5/4/2016 16:00:00,50.84,117.03,56.39,129.25,151.51,79.32,352.17,74.29,112.22,132.03,167.16,103.11,113.55,108.59,105.51,119.46
5/5/2016 16:00:00,50.84,117.81,56.25,128.94,147.84,79.08,352.08,74.34,112.88,132.31,167.77,102.14,114.08,108.58,106.31,118.85
5/6/2016 16:00:00,51.12,119.2,56.31,130.46,146.44,78.52,356.01,75.09,112.74,132.04,168.89,102.11,115.55,108.31,106.57,118.49
5/9/2016 16:00:00,51.08,118.68,56.64,131.68,148.59,78.32,355.01,75.04,113.72,132.67,168.52,102.69,115.47,107.44,106.65,118.89
5/10/2016 16:00:00,51.54,119.65,57.49,132.84,149.56,79.25,360.18,75.86,114.67,133.57,170.26,103.65,116.94,108.73,107.18,119.6
5/11/2016 16:00:00,51.15,121.06,56.23,132.19,147.12,79.39,353.82,75.35,114.37,130.69,169.77,102.45,115.98,107.42,105.73,119.69
5/12/2016 16:00:00,51.47,121.33,56.3,132.88,146.72,78.25,355.6,75.61,114.23,129.74,170.15,101.79,116.36,107.49,106.56,121.15
5/13/2016 16:00:00,50.94,121.9,55.82,131.98,144.5,78.34,347.29,74.13,113.56,129,168.32,100.66,115.44,106.7,105.7,120.76
5/16/2016 16:00:00,51.23,121.61,55.53,132,145.79,78.68,351.83,74.74,114.44,130.64,169.55,101.65,117.15,108.16,106.48,121.48
5/17/2016 16:00:00,50.9,120.27,54.88,129.43,143.6,78.31,348.82,74.08,113.83,129.56,167.81,101.09,116.22,107.01,105.36,119.78
5/18/2016 16:00:00,50.39,121.81,54.8,128.14,141.29,78.13,353.49,74.43,113.59,130.51,166.82,101.3,116.52,106.39,104.55,118.02
5/19/2016 16:00:00,49.63,122.74,54.55,129.98,142.7,77.65,350.57,73.74,112.85,130,165.11,101.29,116.03,105.64,103.77,118.41
5/20/2016 16:00:00,49.66,123.1,54.62,128.83,142.69,77.9,354.01,74.88,112.64,130.94,165.01,101.51,116.47,106.21,104.01,119.33
5/23/2016 16:00:00,49.14,122.85,54.6,129.05,142.01,77.82,353.9,74.51,112.16,130.42,166.11,101.09,116.18,106.43,104.16,117.99
5/24/2016 16:00:00,49.58,123.3,55.44,130.07,142.57,79.7,361.18,76.57,112.69,132.59,168.63,101.98,119.12,107.76,105.3,119.89
5/25/2016 16:00:00,49.85,124.36,55.15,129.36,144.54,80.13,364.09,77.36,113.35,133.42,169.99,102.3,118.55,108.32,106.17,119.1
5/26/2016 16:00:00,50.16,124.61,55.29,129.54,149.71,80.04,363.1,76.66,112.9,132.98,168.91,102.45,118.41,107.7,105.3,119.82
5/27/2016 16:00:00,50.62,125.01,55.15,129.7,149.08,80.63,365.09,77.13,113.06,134,168.89,102.98,118.94,108.6,106.06,119.84
5/31/2016 16:00:00,50.9,124.47,54.89,128.54,148.77,80.36,363.85,77.06,112.69,133.67,168.32,103.09,118.97,107.68,105.78,120.12
6/1/2016 16:00:00,50.43,123.82,54.82,129.89,152.52,80.85,364.59,77.02,112.78,134.53,168.69,102.89,119.01,107.98,105.47,120.15
6/2/2016 16:00:00,50.77,123.63,54.62,129.83,151.51,80.83,361.11,76.94,114.49,136.04,168.04,103.05,119.24,108.2,106.56,119.81
6/3/2016 16:00:00,50.92,123.64,54.61,129.92,151.71,80.13,359.37,75.98,114.76,136.84,168.38,103.12,118.9,107.67,106.97,121.8
6/6/2016 16:00:00,50.71,124.41,55.59,129.33,152.24,80.76,362.06,76.41,115.77,138.15,170.08,103.11,119.6,108.12,107.2,121.75
6/7/2016 16:00:00,51.75,125.66,55.3,129.36,152.62,81.32,359.06,75.47,115.73,136.94,170.91,103.87,119.65,107.77,107.87,121.11
6/8/2016 16:00:00,51.52,125.38,55.22,130.11,153.37,82.37,360.35,75.08,115.8,140.4,171.42,104.69,119.32,110.95,107.56,122.92
6/9/2016 16:00:00,51.95,125.72,55.58,130.91,154.05,81.13,357.96,74.37,117,140.68,170.13,104.97,119.44,110.43,109.07,123.98
6/10/2016 16:00:00,52.67,125.98,54.87,131.77,154.87,80.07,346.97,72.83,117.01,139.24,168.56,104.52,118.27,109.24,108.79,123.83
6/13/2016 16:00:00,52.57,124.5,55.04,131.18,154.95,78.8,344.59,71.72,116.79,138.09,167.13,103.64,117.08,107.69,108.93,123.59
6/14/2016 16:00:00,52.99,125.26,55.57,132.79,155.87,78.9,339.79,71.14,117.12,137.87,167.61,103.73,118.09,107.08,107.61,124.98
6/15/2016 16:00:00,52.84,124.71,55.35,132.15,154.86,79.14,339.55,71.56,116.41,137.26,167.8,103.89,117.45,106.62,107.23,123.84
6/16/2016 16:00:00,53.46,123.81,55.53,133.11,156.42,79.43,339.46,71.24,116.64,138.66,169.93,104.21,118.3,106.96,107.69,124.85
6/17/2016 16:00:00,53.78,120,55.31,132.37,155.89,78.5,341.88,71.37,115.48,137.69,168.94,105.02,117.57,108.18,106.94,125.1
6/20/2016 16:00:00,53.76,120.84,55.38,132.32,156.48,79.06,348.43,72.21,116.54,138.52,171.23,106.1,119.05,108.42,107.42,124.24
6/21/2016 16:00:00,54.1,126.18,55.81,133.1,157.2,79.35,348,71.85,116.18,138.19,171.37,106.67,119.43,108.06,109.44,124.27
6/22/2016 16:00:00,54.03,126.54,55.61,133.85,158.12,79.54,347.67,72,116.46,137.9,171.23,105.95,119.03,107.81,109.4,123.64
6/23/2016 16:00:00,54.67,126.86,56.13,134.23,157.03,80.87,356.85,73.52,117.38,139.19,174.11,107.22,118.91,111.22,111.47,123.81
6/24/2016 16:00:00,54.43,130.21,54.68,134.88,155.56,78.62,332.51,69.6,115.63,137.29,169.12,104.41,111.45,102.73,108.27,123.8
6/27/2016 16:00:00,54.74,132.5,53.69,137.03,154.26,76.9,319.54,67.62,116.55,137.11,167.19,103.77,109.29,98.69,108.89,127.88
6/28/2016 16:00:00,54.82,133.6,54.85,136.66,155.6,78.75,323.96,69.38,118.23,138.71,169.59,104.69,110.56,100.56,110.8,128.46
6/29/2016 16:00:00,55.06,134.65,56.74,135.21,157.08,79.7,336.74,71.34,119.33,140.52,171.52,106.34,111.76,102.49,113,127.75
6/30/2016 16:00:00,55.84,134.74,57.12,138.39,157.04,79.34,342.53,72.97,121.3,141.2,175.12,107.72,113.29,104.15,113.61,130.4
7/1/2016 16:00:00,56.23,133.88,56.99,137.16,156.11,79.78,341.28,72.34,121.29,140.86,175.54,108.36,113.52,104.52,113.6,129.73
7/5/2016 16:00:00,56.53,134.43,56.77,139.24,155.25,77.93,336.08,71.35,122.27,141.56,175.63,108.45,113.1,102.65,113.83,130.87
7/6/2016 16:00:00,56.26,133.81,56.75,138.21,156.01,76.37,336.11,71.96,122.64,142.38,175.16,107.72,113.52,102.97,112.4,130.89
7/7/2016 16:00:00,55.38,130.93,56.91,137.52,163.7,74.27,335.11,71.59,122.51,140.8,174.87,107.85,112.7,103.03,112.2,128.33
7/8/2016 16:00:00,55.9,134.53,56.51,138.37,165.44,74.85,345.2,73.24,122.85,141.27,177.12,109.52,115.11,106.32,113.66,129.93
7/11/2016 16:00:00,55.93,133.93,56.32,137.71,166.72,75.21,347.5,73.34,122.93,140.32,178.01,110.01,115.46,106.61,114.67,129.69
7/12/2016 16:00:00,55.47,133.84,57.48,136.22,166.28,76.4,357.37,74.47,122.92,139.86,179.16,110.29,116.5,108.7,116.1,127.33
7/13/2016 16:00:00,56,131.9,56.48,137.06,166.78,76.25,357.5,73.89,123,141.48,179.21,110.79,116.83,109.47,116.01,128.17
7/14/2016 16:00:00,55.84,132.54,57.59,136.72,166.94,76.61,355.19,74.13,123.18,140.84,180.9,111.5,116.77,108.63,117,127.24
7/15/2016 16:00:00,55.84,130.44,57.41,136.58,166.41,75.66,356.85,74.65,123,141.33,181.4,111.03,115.09,109.27,116.82,127.58
7/18/2016 16:00:00,55.93,132.01,56.92,136.12,167.51,75.65,357.78,74.59,123.14,140.75,181.11,110.9,114.14,109.3,116.3,128.25
7/19/2016 16:00:00,55.7,131.29,56.76,136.35,168.12,75.74,356.58,74.08,125.25,142.59,181.24,110.64,113.37,108.38,117.37,128.09
7/20/2016 16:00:00,55.62,132.9,57.54,135.35,168.04,75.34,359.78,74.07,125.14,143.02,181.42,110.59,115.45,110.03,117.73,127.21
7/21/2016 16:00:00,55.37,131.35,57.6,134.64,167.05,75.12,359.5,73.88,125.15,142.87,180.26,109.89,112.36,108.59,117.55,128.26
7/22/2016 16:00:00,56.1,130.29,57.9,135.18,167.47,75.39,363.05,74.12,125.03,143.69,180.44,110.36,112.86,107.65,117.84,129.81
7/25/2016 16:00:00,55.87,131.31,57.95,134.48,167.97,74.47,361.42,73.69,124.89,141.73,179.63,110.1,113.07,106.59,116.87,129.49
7/26/2016 16:00:00,54.81,131.88,58.31,133.89,167.57,76.23,361.93,70.55,125.15,141.7,177.66,110.37,114.26,106.76,116.97,128.43
7/27/2016 16:00:00,55.32,133.11,57.85,131.03,166.15,75.4,363.31,70.68,124.77,141.68,178.27,108.8,113.71,106.09,117.61,127.17
7/28/2016 16:00:00,54.86,132.9,58.21,130.83,166.35,76.25,363.37,70.44,124.46,142.76,177.98,108.73,112.08,105.48,116.65,127.42
7/29/2016 16:00:00,55.41,132.68,58.05,131.07,167.22,76.06,366.25,70.69,125.23,143.2,178.36,108.1,112.81,104.71,115.77,128.29
8/1/2016 16:00:00,54.5,133.7,57.63,131.35,167.56,74.26,368.32,69.84,125.4,143.51,178.29,108.01,112.88,104.67,117.04,128.5
8/2/2016 16:00:00,54,133.35,56.73,130.3,166.5,76.15,367.08,69,124.85,143.17,178.36,107.46,112.83,103.69,116.74,127.63
8/3/2016 16:00:00,53.9,132.25,55.94,131.59,166.12,78.66,368.16,69.1,123.9,142.88,178.38,108.29,113.61,104.33,115.73,128.09
